0.745393-0.330824j,0.021457+0.106015j,0.021457+0.106015j,0.000000
1.223834-1.524723j,-0.201878+0.228433j,-0.199330+0.225456j,0.002475
1.222203-1.564431j,-0.205794+0.231785j,-0.203187+0.228775j,0.002555
1.219679-1.606079j,-0.209822+0.235274j,-0.207152+0.232229j,0.002638
1.216342-1.647634j,-0.213764+0.238729j,-0.211033+0.235651j,0.002722
1.211990-1.691094j,-0.217809+0.242316j,-0.215014+0.239203j,0.002810
1.206783-1.734432j,-0.221770+0.245868j,-0.218912+0.242721j,0.002898
1.200439-1.779633j,-0.225827+0.249547j,-0.222904+0.246365j,0.002990
1.193199-1.824680j,-0.229799+0.253189j,-0.226812+0.249972j,0.003081
1.184702-1.871544j,-0.233862+0.256954j,-0.230808+0.253701j,0.003177
1.175267-1.918219j,-0.237841+0.260680j,-0.234722+0.257393j,0.003273
1.164453-1.966662j,-0.241904+0.264525j,-0.238717+0.261201j,0.003373
1.152660-2.014878j,-0.245884+0.268330j,-0.242631+0.264972j,0.003473
1.139367-2.064808j,-0.249944+0.272249j,-0.246622+0.268856j,0.003577
1.125054-2.114470j,-0.253923+0.276129j,-0.250533+0.272700j,0.003681
1.109117-2.165788j,-0.257975+0.280120j,-0.254516+0.276655j,0.003789
1.092120-2.216793j,-0.261948+0.284069j,-0.258419+0.280570j,0.003898
1.073377-2.269390j,-0.265991+0.288127j,-0.262391+0.284593j,0.004010
1.053533-2.321626j,-0.269955+0.292144j,-0.266285+0.288575j,0.004122
1.031819-2.375383j,-0.273986+0.296266j,-0.270243+0.292662j,0.004238
1.008964-2.428725j,-0.277939+0.300347j,-0.274125+0.296708j,0.004355
0.984116-2.483513j,-0.281955+0.304530j,-0.278067+0.300857j,0.004475
0.958089-2.537826j,-0.285894+0.308672j,-0.281934+0.304964j,0.004596
0.929945-2.593498j,-0.289893+0.312914j,-0.285859+0.309172j,0.004720
0.900584-2.648634j,-0.293817+0.317115j,-0.289709+0.313339j,0.004845
0.870028-2.703216j,-0.297670+0.321275j,-0.293488+0.317467j,0.004969
0.836685-2.759913j,-0.301640+0.325600j,-0.297382+0.321759j,0.005100
0.802072-2.815967j,-0.305537+0.329884j,-0.301204+0.326010j,0.005231
0.766213-2.871363j,-0.309364+0.334128j,-0.304956+0.330223j,0.005362
0.727329-2.928683j,-0.313302+0.338533j,-0.308815+0.334595j,0.005499
0.687129-2.985244j,-0.317168+0.342896j,-0.312604+0.338927j,0.005636
0.645637-3.041028j,-0.320965+0.347220j,-0.316324+0.343219j,0.005773
0.600886-3.098523j,-0.324866+0.351700j,-0.320145+0.347669j,0.005916
0.554778-3.155130j,-0.328697+0.356139j,-0.323897+0.352078j,0.006059
0.507342-3.210829j,-0.332461+0.360539j,-0.327582+0.356448j,0.006203
0.456422-3.267998j,-0.336322+0.365091j,-0.331362+0.360971j,0.006352
0.404114-3.324136j,-0.340115+0.369604j,-0.335073+0.365455j,0.006502
0.350451-3.379221j,-0.343841+0.374077j,-0.338719+0.369900j,0.006652
0.293090-3.435509j,-0.347659+0.378700j,-0.342453+0.374494j,0.006808
0.234322-3.490609j,-0.351410+0.383282j,-0.346121+0.379050j,0.006964
0.174183-3.544497j,-0.355095+0.387826j,-0.349724+0.383568j,0.007119
0.110148-3.599294j,-0.358866+0.392517j,-0.353409+0.388232j,0.007282
0.044702-3.652731j,-0.362571+0.397168j,-0.357029+0.392858j,0.007444
-0.022118-3.704787j,-0.366213+0.401781j,-0.360586+0.397446j,0.007607
-0.093013-3.757426j,-0.369934+0.406538j,-0.364220+0.402179j,0.007775
-0.165309-3.808523j,-0.373590+0.411256j,-0.367789+0.406873j,0.007944
-0.238961-3.858056j,-0.377184+0.415935j,-0.371297+0.411530j,0.008113
-0.316848-3.907820j,-0.380853+0.420757j,-0.374876+0.416329j,0.008289
-0.396104-3.955849j,-0.384457+0.425540j,-0.378391+0.421091j,0.008464
-0.476682-4.002118j,-0.388000+0.430285j,-0.381845+0.425816j,0.008639
-0.561625-4.048240j,-0.391613+0.435170j,-0.385366+0.430680j,0.008821
-0.647886-4.092421j,-0.395162+0.440016j,-0.388825+0.435508j,0.009003
-0.735411-4.134640j,-0.398651+0.444826j,-0.392223+0.440299j,0.009185
-0.827404-4.176305j,-0.402205+0.449773j,-0.395683+0.445228j,0.009374
-0.920637-4.215817j,-0.405696+0.454682j,-0.399081+0.450120j,0.009562
-1.015050-4.253156j,-0.409128+0.459555j,-0.402420+0.454977j,0.009751
-1.114000-4.289511j,-0.412619+0.464563j,-0.405815+0.459970j,0.009946
-1.214086-4.323495j,-0.416050+0.469534j,-0.409150+0.464927j,0.010141
-1.315240-4.355090j,-0.419421+0.474468j,-0.412426+0.469848j,0.010337
-1.420962-4.385248j,-0.422848+0.479537j,-0.415755+0.474904j,0.010539
-1.527685-4.412814j,-0.426214+0.484569j,-0.419024+0.479924j,0.010741
-1.635336-4.437772j,-0.429522+0.489564j,-0.422234+0.484909j,0.010943
-1.747541-4.460823j,-0.432881+0.494693j,-0.425493+0.490027j,0.011152
-1.860580-4.481061j,-0.436180+0.499785j,-0.428692+0.495110j,0.011361
-1.974374-4.498475j,-0.439421+0.504840j,-0.431833+0.500158j,0.011570
-2.088843-4.513058j,-0.442604+0.509861j,-0.434917+0.505173j,0.011778
-2.209006-4.525257j,-0.445869+0.515068j,-0.438078+0.510373j,0.011997
-2.329730-4.534358j,-0.449075+0.520238j,-0.441180+0.515538j,0.012215
-2.450925-4.540360j,-0.452222+0.525372j,-0.444225+0.520669j,0.012433
-2.572504-4.543262j,-0.455313+0.530472j,-0.447213+0.525766j,0.012651
-2.699645-4.542989j,-0.458478+0.535756j,-0.450271+0.531048j,0.012879
-2.827009-4.539353j,-0.461584+0.541003j,-0.453271+0.536295j,0.013106
-2.954498-4.532362j,-0.464632+0.546215j,-0.456213+0.541507j,0.013334
-3.082017-4.522027j,-0.467625+0.551392j,-0.459100+0.546686j,0.013562
-3.214852-4.507712j,-0.470685+0.556752j,-0.462050+0.552049j,0.013799
-3.347507-4.489799j,-0.473686+0.562075j,-0.464941+0.557376j,0.014036
-3.479877-4.468310j,-0.476630+0.567363j,-0.467776+0.562670j,0.014274
-3.611859-4.443270j,-0.479518+0.572616j,-0.470555+0.567929j,0.014511
-3.748792-4.413446j,-0.482468+0.578051j,-0.473391+0.573372j,0.014758
-3.885078-4.379835j,-0.485359+0.583449j,-0.476169+0.578779j,0.015005
-4.020606-4.342474j,-0.488193+0.588812j,-0.478890+0.584152j,0.015252
-4.155266-4.301406j,-0.490971+0.594139j,-0.481556+0.589491j,0.015499
-4.294387-4.254770j,-0.493805+0.599648j,-0.484273+0.595012j,0.015757
-4.432334-4.204218j,-0.496580+0.605120j,-0.486931+0.600498j,0.016014
-4.568989-4.149806j,-0.499299+0.610556j,-0.489533+0.605950j,0.016271
-4.704241-4.091594j,-0.501961+0.615956j,-0.492080+0.611367j,0.016529
-4.843335-4.027072j,-0.504673+0.621537j,-0.494671+0.616966j,0.016796
-4.980672-3.958579j,-0.507327+0.627081j,-0.497204+0.622530j,0.017064
-5.116133-3.886195j,-0.509924+0.632589j,-0.499681+0.628059j,0.017332
-5.249606-3.809998j,-0.512465+0.638060j,-0.502103+0.633553j,0.017600
-5.386176-3.726811j,-0.515049+0.643713j,-0.504563+0.639229j,0.017878
-5.520359-3.639690j,-0.517576+0.649327j,-0.506965+0.644870j,0.018156
-5.652041-3.548736j,-0.520045+0.654904j,-0.509311+0.650474j,0.018435
-5.781114-3.454053j,-0.522459+0.660445j,-0.511602+0.656043j,0.018713
-5.912414-3.351785j,-0.524910+0.666167j,-0.513925+0.661796j,0.019003
-6.040668-3.245724j,-0.527303+0.671850j,-0.516190+0.667511j,0.019292
-6.165769-3.135996j,-0.529640+0.677495j,-0.518399+0.673190j,0.019582
-6.287617-3.022727j,-0.531920+0.683103j,-0.520553+0.678833j,0.019872
-6.410708-2.901389j,-0.534232+0.688892j,-0.522733+0.684659j,0.020172
-6.530080-2.776516j,-0.536486+0.694642j,-0.524855+0.690448j,0.020473
-6.645639-2.648258j,-0.538683+0.700353j,-0.526921+0.696200j,0.020775
-6.757296-2.516766j,-0.540824+0.706025j,-0.528931+0.701914j,0.021076
-6.869113-2.376854j,-0.542991+0.711880j,-0.530962+0.707813j,0.021388
-6.976545-2.233791j,-0.545100+0.717694j,-0.532935+0.713674j,0.021701
-7.079516-2.087749j,-0.547151+0.723468j,-0.534852+0.719495j,0.022014
-7.177958-1.938906j,-0.549147+0.729203j,-0.536713+0.725279j,0.022327
-7.275393-1.781447j,-0.551163+0.735120j,-0.538589+0.731249j,0.022652
-7.367809-1.621351j,-0.553120+0.740996j,-0.540407+0.737179j,0.022978
-7.455155-1.458814j,-0.555020+0.746831j,-0.542168+0.743069j,0.023303
-7.537385-1.294035j,-0.556864+0.752624j,-0.543873+0.748920j,0.023628
-7.617386-1.120618j,-0.558722+0.758602j,-0.545587+0.754959j,0.023966
-7.691793-0.945210j,-0.560522+0.764537j,-0.547243+0.760956j,0.024305
-7.760584-0.768029j,-0.562265+0.770429j,-0.548843+0.766911j,0.024643
-7.823744-0.589290j,-0.563951+0.776279j,-0.550386+0.772826j,0.024981
-7.883424-0.402080j,-0.565645+0.782314j,-0.551933+0.778931j,0.025332
-7.937020-0.213653j,-0.567281+0.788305j,-0.553421+0.784993j,0.025684
-7.984547-0.024242j,-0.568860+0.794250j,-0.554852+0.791012j,0.026036
-8.026027+0.165925j,-0.570382+0.800152j,-0.556228+0.796988j,0.026387
-8.062777+0.364197j,-0.571906+0.806242j,-0.557600+0.803156j,0.026753
-8.093071+0.562795j,-0.573372+0.812284j,-0.558914+0.809280j,0.027119
-8.116964+0.761479j,-0.574780+0.818281j,-0.560171+0.815358j,0.027484
-8.134519+0.960012j,-0.576132+0.824231j,-0.561372+0.821392j,0.027850
-8.146132+1.166082j,-0.577480+0.830371j,-0.562563+0.827621j,0.028230
-8.151060+1.371491j,-0.578769+0.836462j,-0.563696+0.833803j,0.028611
-8.149402+1.575995j,-0.580001+0.842504j,-0.564773+0.839938j,0.028991
-8.141268+1.779361j,-0.581176+0.848499j,-0.565793+0.846027j,0.029372
-8.126054+1.989496j,-0.582340+0.854685j,-0.566797+0.852313j,0.029768
-8.104094+2.197907j,-0.583446+0.860820j,-0.567743+0.858549j,0.030164
-8.075535+2.404361j,-0.584495+0.866904j,-0.568632+0.864737j,0.030560
-8.040531+2.608632j,-0.585487+0.872938j,-0.569465+0.870876j,0.030956
-7.997424+2.818715j,-0.586462+0.879165j,-0.570275+0.877216j,0.031368
-7.947699+3.025972j,-0.587378+0.885340j,-0.571027+0.883503j,0.031781
-7.891551+3.230185j,-0.588237+0.891461j,-0.571722+0.889740j,0.032193
-7.829181+3.431150j,-0.589040+0.897529j,-0.572362+0.895925j,0.032606
-7.757829+3.636798j,-0.589818+0.903794j,-0.572971+0.902314j,0.033035
-7.680191+3.838511j,-0.590538+0.910002j,-0.573523+0.908648j,0.033465
-7.596506+4.036100j,-0.591201+0.916155j,-0.574018+0.914929j,0.033895
-7.507022+4.229393j,-0.591808+0.922252j,-0.574458+0.921156j,0.034324
-7.407859+4.426091j,-0.592383+0.928549j,-0.574860+0.927590j,0.034772
-7.302949+4.617783j,-0.592900+0.934786j,-0.575204+0.933967j,0.035220
-7.192577+4.804319j,-0.593360+0.940964j,-0.575492+0.940287j,0.035668
-7.077026+4.985565j,-0.593765+0.947085j,-0.575726+0.946551j,0.036117
-6.951308+5.168827j,-0.594129+0.953407j,-0.575913+0.953025j,0.036584
-6.820589+5.346090j,-0.594436+0.959666j,-0.576044+0.959438j,0.037051
-6.685191+5.517255j,-0.594687+0.965865j,-0.576119+0.965793j,0.037519
-6.545429+5.682236j,-0.594883+0.972002j,-0.576141+0.972088j,0.037987
-6.395240+5.847768j,-0.595031+0.978343j,-0.576107+0.978597j,0.038475
-6.240992+6.006433j,-0.595121+0.984619j,-0.576017+0.985043j,0.038963
-6.083031+6.158188j,-0.595156+0.990830j,-0.575872+0.991426j,0.039451
-5.921698+6.303009j,-0.595136+0.996977j,-0.575674+0.997747j,0.039939
-5.749919+6.446881j,-0.595059+1.003331j,-0.575412+1.004286j,0.040450
-5.575194+6.583183j,-0.594926+1.009616j,-0.575095+1.010757j,0.040960
-5.397883+6.711939j,-0.594737+1.015833j,-0.574724+1.017163j,0.041470
-5.212182+6.837189j,-0.594486+1.022191j,-0.574285+1.023719j,0.041998
-5.024467+6.954473j,-0.594180+1.028478j,-0.573792+1.030207j,0.042526
-4.835102+7.063865j,-0.593819+1.034694j,-0.573246+1.036625j,0.043054
-4.637797+7.168847j,-0.593390+1.041052j,-0.572627+1.043196j,0.043600
-4.439473+7.265593j,-0.592906+1.047336j,-0.571954+1.049695j,0.044146
-4.240486+7.354234j,-0.592368+1.053547j,-0.571228+1.056123j,0.044693
-4.034133+7.437621j,-0.591756+1.059900j,-0.570424+1.062705j,0.045259
-3.827795+7.512644j,-0.591091+1.066177j,-0.569568+1.069212j,0.045825
-3.621817+7.579488j,-0.590372+1.072377j,-0.568660+1.075645j,0.046391
-3.409147+7.640318j,-0.589574+1.078722j,-0.567667+1.082233j,0.046977
-3.197550+7.692803j,-0.588722+1.084986j,-0.566623+1.088744j,0.047564
-2.987344+7.737179j,-0.587819+1.091171j,-0.565528+1.095178j,0.048151
-2.771213+7.774881j,-0.586829+1.097500j,-0.564343+1.101769j,0.048759
-2.557207+7.804408j,-0.585788+1.103746j,-0.563107+1.108279j,0.049368
-2.345612+7.826042j,-0.584695+1.109910j,-0.561822+1.114710j,0.049976
-2.128934+7.840455j,-0.583510+1.116219j,-0.560439+1.121298j,0.050607
-1.915406+7.847010j,-0.582273+1.122442j,-0.559007+1.127804j,0.051239
-1.705273+7.846037j,-0.580987+1.128579j,-0.557528+1.134226j,0.051870
-1.490957+7.837413j,-0.579602+1.134862j,-0.555944+1.140808j,0.052526
-1.280764+7.821396j,-0.578166+1.141055j,-0.554312+1.147303j,0.053182
-1.074893+7.798352j,-0.576682+1.147159j,-0.552635+1.153713j,0.053838
-0.865778+7.767358j,-0.575091+1.153409j,-0.550845+1.160283j,0.054520
-0.661684+7.729571j,-0.573452+1.159566j,-0.549010+1.166762j,0.055201
-0.462757+7.685386j,-0.571766+1.165631j,-0.547130+1.173154j,0.055883
-0.261547+7.633083j,-0.569965+1.171842j,-0.545131+1.179706j,0.056592
-0.066161+7.574711j,-0.568117+1.177956j,-0.543088+1.186165j,0.057301
0.123314+7.510687j,-0.566224+1.183975j,-0.541002+1.192533j,0.058010
0.314110+7.438509j,-0.564208+1.190138j,-0.538789+1.199061j,0.058748
0.498394+7.361093j,-0.562146+1.196202j,-0.536534+1.205494j,0.059487
0.676141+7.278866j,-0.560041+1.202167j,-0.534239+1.211831j,0.060225
0.854265+7.188582j,-0.557805+1.208276j,-0.531808+1.218330j,0.060994
1.025320+7.093978j,-0.555526+1.214282j,-0.529336+1.224730j,0.061763
1.189346+6.995481j,-0.553204+1.220186j,-0.526827+1.231031j,0.062532
1.352838+6.889154j,-0.550743+1.226231j,-0.524174+1.237493j,0.063333
1.508850+6.779488j,-0.548240+1.232170j,-0.521483+1.243852j,0.064135
1.657483+6.666901j,-0.545697+1.238004j,-0.518757+1.250109j,0.064937
1.804725+6.546834j,-0.543006+1.243977j,-0.515877+1.256527j,0.065773
1.944227+6.424449j,-0.540274+1.249840j,-0.512963+1.262838j,0.066609
2.076152+6.300144j,-0.537506+1.255595j,-0.510016+1.269044j,0.067445
2.205896+6.168826j,-0.534579+1.261486j,-0.506908+1.275408j,0.068318
2.327798+6.036224j,-0.531615+1.267262j,-0.503767+1.281663j,0.069191
2.442079+5.902708j,-0.528615+1.272928j,-0.500596+1.287809j,0.070064
2.553471+5.762755j,-0.525449+1.278724j,-0.497255+1.294110j,0.070975
2.657076+5.622540j,-0.522248+1.284403j,-0.493885+1.300298j,0.071887
2.753167+5.482392j,-0.519013+1.289968j,-0.490488+1.306374j,0.072798
2.845759+5.336488j,-0.515603+1.295657j,-0.486914+1.312600j,0.073750
2.930774+5.191301j,-0.512161+1.301226j,-0.483314+1.318710j,0.074702
3.008526+5.047114j,-0.508688+1.306678j,-0.479689+1.324705j,0.075654
3.082279+4.897948j,-0.505032+1.312246j,-0.475881+1.330844j,0.076649
3.148810+4.750410j,-0.501347+1.317691j,-0.472049+1.336863j,0.077643
3.208465+4.604734j,-0.497633+1.323015j,-0.468197+1.342764j,0.078637
3.263748+4.454938j,-0.493731+1.328445j,-0.464157+1.348800j,0.079675
3.312294+4.307591j,-0.489801+1.333750j,-0.460097+1.354712j,0.080713
3.354472+4.162867j,-0.485847+1.338932j,-0.456020+1.360505j,0.081751
3.392046+4.014958j,-0.481699+1.344207j,-0.451753+1.366419j,0.082834
3.423481+3.870201j,-0.477528+1.349354j,-0.447470+1.372208j,0.083916
3.449157+3.728712j,-0.473334+1.354376j,-0.443173+1.377875j,0.084998
3.470154+3.585022j,-0.468947+1.359475j,-0.438687+1.383646j,0.086126
3.485701+3.445051j,-0.464539+1.364444j,-0.434189+1.389292j,0.087253
3.496174+3.308857j,-0.460112+1.369289j,-0.429681+1.394813j,0.088380
3.502065+3.171464j,-0.455495+1.374189j,-0.424990+1.400420j,0.089551
3.503253+3.038205j,-0.450860+1.378961j,-0.420291+1.405900j,0.090722
3.500103+2.909086j,-0.446208+1.383607j,-0.415585+1.411255j,0.091893
3.492635+2.779738j,-0.441376+1.388289j,-0.410707+1.416673j,0.093106
3.481242+2.654784j,-0.436528+1.392843j,-0.405824+1.421963j,0.094318
3.466265+2.534179j,-0.431667+1.397271j,-0.400939+1.427130j,0.095531
3.448021+2.417867j,-0.426793+1.401578j,-0.396051+1.432176j,0.096744
3.425865+2.301204j,-0.421704+1.405938j,-0.390959+1.437307j,0.098007
3.400803+2.189041j,-0.416603+1.410173j,-0.385868+1.442312j,0.099271
3.373129+2.081283j,-0.411492+1.414286j,-0.380777+1.447195j,0.100535
3.343118+1.977829j,-0.406371+1.418279j,-0.375690+1.451959j,0.101798
3.309871+1.875187j,-0.401064+1.422290j,-0.370428+1.456767j,0.103106
3.274654+1.776916j,-0.395747+1.426181j,-0.365171+1.461452j,0.104414
3.237710+1.682889j,-0.390424+1.429953j,-0.359920+1.466020j,0.105722
3.199261+1.592976j,-0.385094+1.433612j,-0.354674+1.470471j,0.107030
3.159513+1.507047j,-0.379758+1.437159j,-0.349436+1.474809j,0.108337
3.117234+1.422213j,-0.374233+1.440714j,-0.344025+1.479181j,0.109690
3.073959+1.341353j,-0.368703+1.444156j,-0.338623+1.483437j,0.111043
3.029864+1.264323j,-0.363169+1.447489j,-0.333231+1.487580j,0.112396
2.985110+1.190977j,-0.357631+1.450715j,-0.327848+1.491613j,0.113748
2.939843+1.121175j,-0.352090+1.453837j,-0.322476+1.495539j,0.115101
2.894195+1.054777j,-0.346546+1.456859j,-0.317115+1.499360j,0.116453
2.848289+0.991647j,-0.340999+1.459782j,-0.311765+1.503078j,0.117805
2.800656+0.929654j,-0.335260+1.462705j,-0.306244+1.506818j,0.119204
2.752972+0.870869j,-0.329519+1.465528j,-0.300736+1.510453j,0.120602
2.705334+0.815154j,-0.323777+1.468254j,-0.295240+1.513985j,0.122001
2.657832+0.762372j,-0.318033+1.470887j,-0.289758+1.517418j,0.123399
2.610542+0.712393j,-0.312287+1.473428j,-0.284289+1.520752j,0.124797
2.563536+0.665089j,-0.306541+1.475881j,-0.278833+1.523990j,0.126195
2.516875+0.620340j,-0.300793+1.478247j,-0.273390+1.527135j,0.127593
2.470615+0.578027j,-0.295045+1.480529j,-0.267962+1.530187j,0.128991
2.424803+0.538038j,-0.289296+1.482730j,-0.262546+1.533150j,0.130388
2.379483+0.500263j,-0.283546+1.484850j,-0.257145+1.536025j,0.131785
2.334690+0.464599j,-0.277795+1.486894j,-0.251757+1.538813j,0.133182
2.290457+0.430944j,-0.272044+1.488862j,-0.246382+1.541516j,0.134579
2.246811+0.399203j,-0.266292+1.490757j,-0.241021+1.544136j,0.135976
2.202299+0.368283j,-0.260341+1.492643j,-0.235488+1.546761j,0.137421
2.158461+0.339215j,-0.254389+1.494455j,-0.229970+1.549300j,0.138867
2.115314+0.311907j,-0.248437+1.496194j,-0.224465+1.551755j,0.140312
2.072873+0.286270j,-0.242484+1.497864j,-0.218974+1.554128j,0.141757
2.031148+0.262220j,-0.236530+1.499465j,-0.213497+1.556420j,0.143201
1.990147+0.239677j,-0.230575+1.501000j,-0.208033+1.558632j,0.144646
1.949875+0.218562j,-0.224620+1.502470j,-0.202582+1.560765j,0.146090
1.910335+0.198804j,-0.218663+1.503878j,-0.197144+1.562822j,0.147534
1.871527+0.180332j,-0.212706+1.505224j,-0.191718+1.564803j,0.148978
1.833452+0.163080j,-0.206747+1.506511j,-0.186305+1.566709j,0.150422
1.796106+0.146985j,-0.200788+1.507741j,-0.180904+1.568542j,0.151866
1.759486+0.131987j,-0.194827+1.508913j,-0.175514+1.570303j,0.153309
1.723586+0.118029j,-0.188865+1.510031j,-0.170136+1.571992j,0.154752
1.688399+0.105056j,-0.182902+1.511096j,-0.164768+1.573610j,0.156195
1.653918+0.093018j,-0.176938+1.512108j,-0.159412+1.575160j,0.157638
1.620136+0.081865j,-0.170972+1.513070j,-0.154065+1.576640j,0.159081
1.587042+0.071550j,-0.165005+1.513982j,-0.148729+1.578053j,0.160523
1.554627+0.062029j,-0.159037+1.514845j,-0.143402+1.579399j,0.161965
1.522882+0.053261j,-0.153067+1.515662j,-0.138084+1.580679j,0.163407
1.491794+0.045204j,-0.147096+1.516432j,-0.132775+1.581894j,0.164849
1.461354+0.037822j,-0.141124+1.517157j,-0.127475+1.583044j,0.166291
1.431549+0.031079j,-0.135150+1.517838j,-0.122182+1.584129j,0.167732
1.402369+0.024939j,-0.129174+1.518476j,-0.116897+1.585151j,0.169174
1.373801+0.019370j,-0.123197+1.519072j,-0.111620+1.586111j,0.170615
1.345834+0.014343j,-0.117219+1.519626j,-0.106349+1.587008j,0.172056
1.318454+0.009826j,-0.111240+1.520140j,-0.101084+1.587842j,0.173497
1.291651+0.005793j,-0.105259+1.520614j,-0.095826+1.588616j,0.174937
1.265411+0.002217j,-0.099277+1.521049j,-0.090573+1.589328j,0.176378
1.239724-0.000927j,-0.093294+1.521445j,-0.085325+1.589980j,0.177818
1.214575-0.003663j,-0.087310+1.521804j,-0.080081+1.590571j,0.179258
1.189955-0.006014j,-0.081325+1.522125j,-0.074842+1.591103j,0.180698
1.165850-0.008001j,-0.075339+1.522409j,-0.069607+1.591574j,0.182138
1.142248-0.009644j,-0.069352+1.522657j,-0.064375+1.591987j,0.183578
1.119138-0.010964j,-0.063365+1.522868j,-0.059146+1.592340j,0.185017
1.096509-0.011978j,-0.057376+1.523044j,-0.053920+1.592633j,0.186457
1.074348-0.012704j,-0.051388+1.523184j,-0.048696+1.592869j,0.187896
1.052644-0.013158j,-0.045399+1.523289j,-0.043473+1.593045j,0.189335
1.031387-0.013358j,-0.039409+1.523359j,-0.038251+1.593162j,0.190773
1.010564-0.013317j,-0.033420+1.523394j,-0.033030+1.593221j,0.192212
0.990167-0.013049j,-0.027430+1.523394j,-0.027809+1.593222j,0.193651
0.970182-0.012570j,-0.021441+1.523359j,-0.022588+1.593164j,0.195089
0.950602-0.011890j,-0.015452+1.523289j,-0.017367+1.593047j,0.196527
0.931414-0.011024j,-0.009463+1.523183j,-0.012144+1.592872j,0.197965
0.912609-0.009982j,-0.003474+1.523043j,-0.006920+1.592637j,0.199403
