0.745393-0.330824j,0.021457+0.106015j,0.021457+0.106015j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745393-0.330824j,0.021472+0.106051j,0.021441+0.105978j,0.000000
0.745417-0.330825j,0.021463+0.106048j,0.021436+0.105976j,0.000000
0.745462-0.330829j,0.021447+0.106043j,0.021425+0.105972j,0.000000
0.745502-0.330835j,0.021432+0.106040j,0.021416+0.105968j,0.000000
0.745541-0.330844j,0.021418+0.106038j,0.021406+0.105966j,0.000000
0.745579-0.330856j,0.021403+0.106037j,0.021396+0.105963j,0.000000
0.745616-0.330870j,0.021388+0.106037j,0.021386+0.105962j,0.000000
0.745653-0.330887j,0.021373+0.106039j,0.021376+0.105960j,0.000000
0.745691-0.330906j,0.021358+0.106041j,0.021365+0.105960j,0.000000
0.745730-0.330928j,0.021342+0.106044j,0.021353+0.105959j,0.000000
0.745771-0.330954j,0.021326+0.106048j,0.021340+0.105959j,0.000000
0.745815-0.330983j,0.021308+0.106053j,0.021325+0.105960j,0.000000
0.745861-0.331015j,0.021289+0.106059j,0.021310+0.105961j,0.000000
0.745910-0.331052j,0.021269+0.106065j,0.021293+0.105963j,0.000000
0.745963-0.331092j,0.021247+0.106073j,0.021274+0.105965j,0.000000
0.746020-0.331137j,0.021224+0.106081j,0.021254+0.105968j,0.000000
0.746081-0.331187j,0.021199+0.106090j,0.021232+0.105972j,0.000000
0.746146-0.331242j,0.021172+0.106100j,0.021208+0.105977j,0.000000
0.746217-0.331302j,0.021143+0.106112j,0.021181+0.105982j,0.000000
0.746294-0.331368j,0.021111+0.106124j,0.021153+0.105988j,0.000000
0.746376-0.331440j,0.021077+0.106137j,0.021122+0.105994j,0.000000
0.746464-0.331518j,0.021041+0.106152j,0.021088+0.106002j,0.000000
0.746560-0.331604j,0.021001+0.106167j,0.021052+0.106011j,0.000000
0.746663-0.331696j,0.020959+0.106184j,0.021013+0.106021j,0.000000
0.746773-0.331796j,0.020913+0.106202j,0.020970+0.106031j,0.000000
0.746891-0.331904j,0.020865+0.106222j,0.020924+0.106043j,0.000000
0.747019-0.332021j,0.020812+0.106243j,0.020875+0.106056j,0.000000
0.747155-0.332147j,0.020756+0.106266j,0.020822+0.106071j,0.000000
0.747302-0.332282j,0.020696+0.106290j,0.020765+0.106086j,0.000000
0.747458-0.332427j,0.020631+0.106316j,0.020704+0.106104j,0.000001
0.747626-0.332584j,0.020563+0.106343j,0.020639+0.106122j,0.000001
0.747805-0.332751j,0.020489+0.106373j,0.020569+0.106143j,0.000001
0.747996-0.332930j,0.020410+0.106404j,0.020494+0.106165j,0.000001
0.748200-0.333121j,0.020327+0.106437j,0.020413+0.106188j,0.000001
0.748418-0.333326j,0.020237+0.106473j,0.020328+0.106214j,0.000001
0.748650-0.333544j,0.020142+0.106510j,0.020237+0.106241j,0.000001
0.748897-0.333777j,0.020041+0.106550j,0.020139+0.106271j,0.000001
0.749159-0.334025j,0.019934+0.106593j,0.020036+0.106302j,0.000001
0.749438-0.334289j,0.019820+0.106637j,0.019926+0.106336j,0.000001
0.749734-0.334569j,0.019699+0.106685j,0.019809+0.106373j,0.000002
0.750049-0.334867j,0.019571+0.106735j,0.019685+0.106412j,0.000002
0.750382-0.335183j,0.019435+0.106788j,0.019553+0.106453j,0.000002
0.750735-0.335518j,0.019291+0.106844j,0.019413+0.106497j,0.000002
0.751109-0.335874j,0.019138+0.106904j,0.019266+0.106544j,0.000002
0.751504-0.336250j,0.018978+0.106966j,0.019109+0.106594j,0.000003
0.751922-0.336648j,0.018807+0.107032j,0.018944+0.106647j,0.000003
0.752364-0.337070j,0.018628+0.107101j,0.018769+0.106703j,0.000003
0.752830-0.337515j,0.018439+0.107174j,0.018584+0.106763j,0.000004
0.753322-0.337985j,0.018239+0.107251j,0.018390+0.106826j,0.000004
0.753841-0.338481j,0.018028+0.107332j,0.018184+0.106893j,0.000004
0.754388-0.339004j,0.017807+0.107417j,0.017968+0.106964j,0.000005
0.754964-0.339556j,0.017574+0.107506j,0.017740+0.107039j,0.000005
0.755570-0.340137j,0.017329+0.107599j,0.017500+0.107118j,0.000006
0.756208-0.340749j,0.017071+0.107698j,0.017248+0.107201j,0.000006
0.756878-0.341393j,0.016800+0.107801j,0.016983+0.107289j,0.000007
0.757582-0.342071j,0.016516+0.107909j,0.016704+0.107381j,0.000008
0.758322-0.342783j,0.016218+0.108022j,0.016412+0.107478j,0.000008
0.759099-0.343531j,0.015906+0.108140j,0.016105+0.107581j,0.000009
0.759913-0.344318j,0.015578+0.108264j,0.015783+0.107688j,0.000010
0.760767-0.345143j,0.015235+0.108394j,0.015446+0.107801j,0.000011
0.761663-0.346009j,0.014876+0.108529j,0.015093+0.107920j,0.000012
0.762600-0.346917j,0.014500+0.108671j,0.014724+0.108044j,0.000013
0.763582-0.347869j,0.014107+0.108819j,0.014337+0.108175j,0.000014
0.764610-0.348867j,0.013696+0.108974j,0.013932+0.108312j,0.000015
0.765685-0.349912j,0.013266+0.109135j,0.013510+0.108455j,0.000016
0.766809-0.351007j,0.012818+0.109304j,0.013068+0.108605j,0.000018
0.767983-0.352153j,0.012350+0.109479j,0.012607+0.108762j,0.000019
0.769210-0.353352j,0.011862+0.109662j,0.012125+0.108926j,0.000021
0.770492-0.354606j,0.011352+0.109853j,0.011623+0.109097j,0.000023
0.771830-0.355917j,0.010822+0.110051j,0.011099+0.109276j,0.000024
0.773225-0.357288j,0.010269+0.110258j,0.010553+0.109463j,0.000026
0.774681-0.358720j,0.009693+0.110473j,0.009985+0.109658j,0.000028
0.776199-0.360217j,0.009093+0.110697j,0.009393+0.109862j,0.000031
0.777781-0.361780j,0.008469+0.110930j,0.008776+0.110074j,0.000033
0.779429-0.363411j,0.007820+0.111172j,0.008135+0.110295j,0.000036
0.781146-0.365115j,0.007145+0.111424j,0.007468+0.110525j,0.000038
0.782933-0.366892j,0.006444+0.111685j,0.006775+0.110765j,0.000041
0.784793-0.368746j,0.005716+0.111957j,0.006054+0.111015j,0.000044
0.786728-0.370680j,0.004959+0.112239j,0.005306+0.111275j,0.000047
0.788741-0.372697j,0.004174+0.112531j,0.004529+0.111545j,0.000051
0.790833-0.374799j,0.003359+0.112835j,0.003722+0.111826j,0.000054
0.793008-0.376991j,0.002513+0.113149j,0.002885+0.112118j,0.000058
0.795268-0.379275j,0.001637+0.113476j,0.002017+0.112421j,0.000062
0.797616-0.381655j,0.000728+0.113814j,0.001118+0.112737j,0.000067
0.800054-0.384135j,-0.000213+0.114165j,0.000185+0.113064j,0.000071
0.802585-0.386718j,-0.001188+0.114528j,-0.000781+0.113403j,0.000076
0.805211-0.389408j,-0.002198+0.114904j,-0.001782+0.113756j,0.000081
0.807937-0.392209j,-0.003243+0.115294j,-0.002818+0.114121j,0.000087
0.810764-0.395127j,-0.004325+0.115698j,-0.003890+0.114500j,0.000092
0.813695-0.398164j,-0.005444+0.116115j,-0.004999+0.114894j,0.000098
0.816735-0.401326j,-0.006601+0.116547j,-0.006147+0.115301j,0.000105
0.819885-0.404618j,-0.007797+0.116994j,-0.007333+0.115723j,0.000112
0.823149-0.408046j,-0.009033+0.117457j,-0.008559+0.116161j,0.000119
0.826530-0.411613j,-0.010310+0.117936j,-0.009826+0.116614j,0.000126
0.830032-0.415326j,-0.011629+0.118430j,-0.011135+0.117084j,0.000134
0.833658-0.419191j,-0.012991+0.118942j,-0.012486+0.117571j,0.000142
0.837411-0.423215j,-0.014397+0.119471j,-0.013882+0.118074j,0.000151
0.841295-0.427403j,-0.015848+0.120018j,-0.015321+0.118596j,0.000160
0.845313-0.431762j,-0.017345+0.120584j,-0.016807+0.119136j,0.000170
0.849469-0.436300j,-0.018888+0.121169j,-0.018339+0.119695j,0.000180
0.853766-0.441024j,-0.020479+0.121773j,-0.019919+0.120274j,0.000191
0.858207-0.445942j,-0.022119+0.122398j,-0.021547+0.120873j,0.000202
0.862797-0.451063j,-0.023809+0.123044j,-0.023225+0.121493j,0.000214
0.867537-0.456393j,-0.025550+0.123711j,-0.024953+0.122135j,0.000226
0.872432-0.461944j,-0.027342+0.124401j,-0.026733+0.122800j,0.000239
0.877483-0.467723j,-0.029186+0.125114j,-0.028564+0.123488j,0.000252
0.882695-0.473741j,-0.031083+0.125851j,-0.030448+0.124199j,0.000266
0.888068-0.480006j,-0.033034+0.126613j,-0.032386+0.124936j,0.000281
0.893605-0.486530j,-0.035040+0.127401j,-0.034377+0.125699j,0.000296
0.899307-0.493322j,-0.037100+0.128214j,-0.036423+0.126488j,0.000312
0.905175-0.500394j,-0.039215+0.129056j,-0.038523+0.127305j,0.000329
0.911209-0.507754j,-0.041385+0.129925j,-0.040678+0.128150j,0.000346
0.917410-0.515415j,-0.043611+0.130823j,-0.042888+0.129024j,0.000365
0.923775-0.523388j,-0.045891+0.131751j,-0.045153+0.129928j,0.000383
0.930303-0.531682j,-0.048227+0.132710j,-0.047471+0.130864j,0.000403
0.936992-0.540311j,-0.050617+0.133701j,-0.049844+0.131831j,0.000424
0.943839-0.549284j,-0.053061+0.134724j,-0.052269+0.132831j,0.000445
0.950839-0.558615j,-0.055558+0.135781j,-0.054748+0.133866j,0.000467
0.957989-0.568316j,-0.058108+0.136873j,-0.057278+0.134935j,0.000490
0.965284-0.578399j,-0.060710+0.138000j,-0.059860+0.136040j,0.000513
0.972718-0.588878j,-0.063363+0.139165j,-0.062492+0.137183j,0.000538
0.980286-0.599767j,-0.066068+0.140367j,-0.065174+0.138364j,0.000563
0.987981-0.611084j,-0.068822+0.141609j,-0.067906+0.139584j,0.000589
0.995797-0.622843j,-0.071627+0.142892j,-0.070687+0.140846j,0.000616
1.003472-0.634665j,-0.074389+0.144174j,-0.073425+0.142108j,0.000643
1.011510-0.647355j,-0.077292+0.145543j,-0.076303+0.143456j,0.000672
1.019388-0.660119j,-0.080151+0.146912j,-0.079136+0.144805j,0.000701
1.027618-0.673822j,-0.083152+0.148373j,-0.082110+0.146246j,0.000732
1.035666-0.687610j,-0.086107+0.149836j,-0.085036+0.147689j,0.000763
1.043985-0.702292j,-0.089182+0.151384j,-0.088082+0.149217j,0.000795
1.052101-0.717068j,-0.092207+0.152935j,-0.091077+0.150748j,0.000828
1.060428-0.732728j,-0.095340+0.154569j,-0.094179+0.152362j,0.000862
1.068530-0.748490j,-0.098421+0.156205j,-0.097229+0.153978j,0.000896
1.076821-0.765195j,-0.101612+0.157929j,-0.100385+0.155682j,0.000933
1.084863-0.782005j,-0.104747+0.159654j,-0.103487+0.157387j,0.000969
1.093070-0.799828j,-0.107994+0.161474j,-0.106699+0.159186j,0.001007
1.101002-0.817759j,-0.111184+0.163294j,-0.109853+0.160986j,0.001045
1.109074-0.836782j,-0.114489+0.165214j,-0.113121+0.162885j,0.001085
1.116843-0.855911j,-0.117734+0.167134j,-0.116329+0.164784j,0.001125
1.124722-0.876222j,-0.121098+0.169160j,-0.119654+0.166788j,0.001168
1.132268-0.896636j,-0.124400+0.171185j,-0.122917+0.168791j,0.001210
1.139892-0.918329j,-0.127826+0.173323j,-0.126301+0.170906j,0.001255
1.147151-0.940120j,-0.131187+0.175457j,-0.129621+0.173018j,0.001300
1.154446-0.963293j,-0.134677+0.177712j,-0.133067+0.175249j,0.001347
1.161344-0.986557j,-0.138098+0.179961j,-0.136446+0.177475j,0.001395
1.168229-1.011311j,-0.141653+0.182338j,-0.139956+0.179827j,0.001445
1.174680-1.036147j,-0.145138+0.184706j,-0.143395+0.182172j,0.001496
1.181060-1.062580j,-0.148760+0.187210j,-0.146970+0.184649j,0.001549
1.186968-1.089084j,-0.152308+0.189702j,-0.150471+0.187116j,0.001603
1.192735-1.117289j,-0.155998+0.192335j,-0.154111+0.189722j,0.001659
1.197991-1.145551j,-0.159610+0.194954j,-0.157674+0.192314j,0.001716
1.203023-1.175608j,-0.163365+0.197718j,-0.161378+0.195050j,0.001777
1.207502-1.205706j,-0.167041+0.200466j,-0.165002+0.197769j,0.001837
1.211664-1.237677j,-0.170858+0.203361j,-0.168766+0.200636j,0.001901
1.215231-1.269672j,-0.174594+0.206237j,-0.172449+0.203482j,0.001965
1.218376-1.303596j,-0.178469+0.209262j,-0.176268+0.206477j,0.002033
1.220883-1.337525j,-0.182260+0.212264j,-0.180005+0.209448j,0.002100
1.222855-1.373417j,-0.186185+0.215414j,-0.183873+0.212567j,0.002172
1.224145-1.409292j,-0.190026+0.218539j,-0.187657+0.215660j,0.002244
1.224783-1.447141j,-0.193994+0.221809j,-0.191565+0.218897j,0.002319
1.224694-1.484950j,-0.197876+0.225050j,-0.195389+0.222106j,0.002395
