0.762839+0.000000j,0.040370+3.141593j,0.040370+3.141593j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762839+0.000000j,0.040371+3.141126j,0.040371+3.142059j,0.000000
0.762831-0.000000j,0.040373+3.141127j,0.040373+3.142059j,0.000000
0.762794-0.000000j,0.040386+3.141129j,0.040386+3.142056j,0.000000
0.762625-0.000000j,0.040444+3.141141j,0.040444+3.142044j,0.000000
0.762347-0.000000j,0.040539+3.141162j,0.040539+3.142023j,0.000001
0.762093-0.000000j,0.040625+3.141182j,0.040625+3.142003j,0.000001
0.761856-0.000000j,0.040706+3.141202j,0.040706+3.141983j,0.000001
0.761640-0.000000j,0.040780+3.141221j,0.040780+3.141965j,0.000001
0.761438-0.000000j,0.040849+3.141239j,0.040849+3.141946j,0.000001
0.761254-0.000000j,0.040912+3.141257j,0.040912+3.141928j,0.000002
0.761084-0.000000j,0.040970+3.141274j,0.040970+3.141911j,0.000002
0.760929-0.000000j,0.041023+3.141291j,0.041023+3.141895j,0.000002
0.760787-0.000000j,0.041072+3.141307j,0.041072+3.141878j,0.000002
0.760657-0.000000j,0.041117+3.141322j,0.041117+3.141863j,0.000002
0.760538-0.000000j,0.041157+3.141337j,0.041157+3.141848j,0.000002
0.760431-0.000000j,0.041194+3.141352j,0.041194+3.141834j,0.000002
0.760336-0.000000j,0.041227+3.141365j,0.041227+3.141820j,0.000002
0.760249-0.000000j,0.041256+3.141378j,0.041256+3.141807j,0.000002
0.760171-0.000000j,0.041283+3.141391j,0.041283+3.141795j,0.000002
0.760100-0.000000j,0.041307+3.141403j,0.041307+3.141783j,0.000002
0.760036-0.000000j,0.041329+3.141414j,0.041329+3.141771j,0.000002
0.759979-0.000000j,0.041349+3.141425j,0.041349+3.141760j,0.000002
0.759927-0.000000j,0.041367+3.141436j,0.041367+3.141750j,0.000003
0.759881-0.000000j,0.041382+3.141446j,0.041382+3.141739j,0.000003
0.759840-0.000000j,0.041396+3.141456j,0.041396+3.141730j,0.000003
0.759804-0.000000j,0.041409+3.141465j,0.041409+3.141721j,0.000003
0.759771-0.000000j,0.041420+3.141473j,0.041420+3.141712j,0.000003
0.759742-0.000000j,0.041430+3.141482j,0.041430+3.141704j,0.000003
0.759717-0.000000j,0.041439+3.141490j,0.041439+3.141696j,0.000003
0.759695-0.000000j,0.041446+3.141497j,0.041446+3.141688j,0.000003
0.759675-0.000000j,0.041453+3.141504j,0.041453+3.141681j,0.000003
0.759658-0.000000j,0.041459+3.141511j,0.041459+3.141674j,0.000003
0.759643-0.000000j,0.041464+3.141517j,0.041464+3.141668j,0.000003
0.759630-0.000000j,0.041469+3.141523j,0.041469+3.141662j,0.000003
0.759619-0.000000j,0.041472+3.141529j,0.041472+3.141656j,0.000003
0.759609-0.000000j,0.041476+3.141534j,0.041476+3.141651j,0.000003
0.759601-0.000000j,0.041479+3.141539j,0.041479+3.141646j,0.000003
0.759594-0.000000j,0.041481+3.141544j,0.041481+3.141642j,0.000003
0.759587-0.000000j,0.041483+3.141548j,0.041483+3.141637j,0.000003
0.759582-0.000000j,0.041485+3.141552j,0.041485+3.141633j,0.000003
0.759578-0.000000j,0.041486+3.141556j,0.041486+3.141630j,0.000003
0.759574-0.000000j,0.041488+3.141559j,0.041488+3.141626j,0.000003
0.759571-0.000000j,0.041489+3.141562j,0.041489+3.141623j,0.000003
0.759569-0.000000j,0.041489+3.141565j,0.041489+3.141620j,0.000003
0.759567-0.000000j,0.041490+3.141568j,0.041490+3.141617j,0.000003
0.759565-0.000000j,0.041491+3.141570j,0.041491+3.141615j,0.000003
0.759564-0.000000j,0.041491+3.141572j,0.041491+3.141613j,0.000003
0.759562-0.000000j,0.041492+3.141575j,0.041492+3.141611j,0.000003
0.759561-0.000000j,0.041492+3.141576j,0.041492+3.141609j,0.000003
0.759561-0.000000j,0.041492+3.141578j,0.041492+3.141607j,0.000003
0.759560-0.000000j,0.041492+3.141579j,0.041493+3.141606j,0.000003
0.759560-0.000000j,0.041493+3.141581j,0.041493+3.141605j,0.000003
0.759559-0.000000j,0.041493+3.141582j,0.041493+3.141603j,0.000003
0.759559-0.000000j,0.041493+3.141583j,0.041493+3.141602j,0.000003
0.759559-0.000000j,0.041493+3.141584j,0.041493+3.141601j,0.000003
0.759558-0.000000j,0.041493+3.141585j,0.041493+3.141601j,0.000003
0.759558-0.000000j,0.041493+3.141585j,0.041493+3.141600j,0.000003
0.759558-0.000000j,0.041493+3.141586j,0.041493+3.141599j,0.000003
0.759558-0.000000j,0.041493+3.141587j,0.041493+3.141599j,0.000003
0.759558-0.000000j,0.041493+3.141587j,0.041494+3.141598j,0.000003
0.759558-0.000000j,0.041493+3.141587j,0.041494+3.141598j,0.000003
0.759558-0.000000j,0.041493+3.141588j,0.041494+3.141598j,0.000003
0.759558-0.000000j,0.041493+3.141588j,0.041494+3.141597j,0.000003
0.759558-0.000000j,0.041493+3.141589j,0.041494+3.141597j,0.000003
0.759558-0.000000j,0.041492+3.141589j,0.041494+3.141596j,0.000003
0.759558-0.000000j,0.041492+3.141589j,0.041494+3.141596j,0.000003
0.759558-0.000000j,0.041492+3.141590j,0.041495+3.141595j,0.000003
0.759557-0.000000j,0.041491+3.141590j,0.041496+3.141595j,0.000003
0.759557-0.000000j,0.041490+3.141590j,0.041497+3.141595j,0.000003
0.759557-0.000000j,0.041489+3.141590j,0.041498+3.141596j,0.000003
0.759557-0.000001j,0.041488+3.141589j,0.041499+3.141596j,0.000003
0.759557-0.000001j,0.041487+3.141589j,0.041500+3.141597j,0.000003
0.759557-0.000001j,0.041486+3.141589j,0.041501+3.141597j,0.000003
0.759557-0.000001j,0.041485+3.141588j,0.041502+3.141598j,0.000003
0.759556-0.000002j,0.041484+3.141587j,0.041504+3.141599j,0.000003
0.759556-0.000002j,0.041482+3.141587j,0.041505+3.141600j,0.000003
0.759556-0.000003j,0.041481+3.141586j,0.041507+3.141601j,0.000003
0.759555-0.000004j,0.041479+3.141585j,0.041509+3.141603j,0.000003
0.759555-0.000005j,0.041477+3.141584j,0.041512+3.141604j,0.000003
0.759554-0.000007j,0.041475+3.141584j,0.041514+3.141606j,0.000003
0.759553-0.000008j,0.041473+3.141583j,0.041517+3.141608j,0.000003
0.759552-0.000010j,0.041471+3.141582j,0.041520+3.141610j,0.000003
0.759550-0.000013j,0.041469+3.141581j,0.041523+3.141613j,0.000003
0.759548-0.000016j,0.041466+3.141581j,0.041527+3.141615j,0.000003
0.759546-0.000019j,0.041464+3.141580j,0.041531+3.141619j,0.000003
0.759544-0.000023j,0.041461+3.141579j,0.041535+3.141622j,0.000003
0.759541-0.000028j,0.041459+3.141579j,0.041539+3.141626j,0.000003
0.759538-0.000034j,0.041456+3.141579j,0.041544+3.141630j,0.000003
0.759534-0.000041j,0.041453+3.141579j,0.041550+3.141635j,0.000003
0.759529-0.000049j,0.041450+3.141579j,0.041556+3.141640j,0.000003
0.759524-0.000057j,0.041447+3.141579j,0.041562+3.141646j,0.000003
0.759518-0.000068j,0.041444+3.141580j,0.041569+3.141652j,0.000003
0.759512-0.000079j,0.041441+3.141581j,0.041577+3.141659j,0.000003
0.759504-0.000093j,0.041439+3.141582j,0.041585+3.141667j,0.000003
0.759495-0.000108j,0.041436+3.141584j,0.041594+3.141675j,0.000003
0.759485-0.000125j,0.041433+3.141587j,0.041603+3.141685j,0.000003
0.759474-0.000145j,0.041431+3.141590j,0.041613+3.141695j,0.000003
0.759461-0.000167j,0.041428+3.141593j,0.041624+3.141706j,0.000003
0.759447-0.000191j,0.041426+3.141598j,0.041636+3.141719j,0.000003
0.759431-0.000219j,0.041424+3.141603j,0.041649+3.141732j,0.000003
0.759413-0.000249j,0.041423+3.141609j,0.041663+3.141747j,0.000003
0.759394-0.000284j,0.041422+3.141616j,0.041677+3.141764j,0.000003
0.759372-0.000322j,0.041421+3.141624j,0.041693+3.141782j,0.000003
0.759347-0.000364j,0.041421+3.141634j,0.041710+3.141801j,0.000003
0.759321-0.000410j,0.041421+3.141645j,0.041728+3.141822j,0.000003
0.759291-0.000462j,0.041422+3.141657j,0.041748+3.141845j,0.000003
0.759258-0.000518j,0.041423+3.141671j,0.041769+3.141870j,0.000003
0.759222-0.000580j,0.041425+3.141686j,0.041791+3.141897j,0.000003
0.759183-0.000648j,0.041428+3.141703j,0.041815+3.141927j,0.000003
0.759140-0.000723j,0.041432+3.141723j,0.041841+3.141959j,0.000003
0.759092-0.000805j,0.041437+3.141744j,0.041868+3.141993j,0.000003
0.759041-0.000894j,0.041443+3.141768j,0.041897+3.142030j,0.000003
0.758985-0.000990j,0.041451+3.141795j,0.041929+3.142071j,0.000003
0.758924-0.001096j,0.041459+3.141824j,0.041962+3.142114j,0.000003
0.758857-0.001210j,0.041469+3.141856j,0.041997+3.142161j,0.000003
0.758785-0.001334j,0.041480+3.141891j,0.042035+3.142211j,0.000004
0.758708-0.001469j,0.041493+3.141929j,0.042076+3.142265j,0.000004
0.758623-0.001614j,0.041508+3.141971j,0.042118+3.142323j,0.000004
0.758532-0.001771j,0.041525+3.142016j,0.042164+3.142385j,0.000004
0.758434-0.001940j,0.041543+3.142066j,0.042213+3.142452j,0.000004
0.758328-0.002122j,0.041564+3.142120j,0.042264+3.142524j,0.000004
0.758214-0.002318j,0.041587+3.142178j,0.042319+3.142600j,0.000005
0.758092-0.002528j,0.041613+3.142241j,0.042377+3.142682j,0.000005
0.757961-0.002754j,0.041641+3.142309j,0.042439+3.142769j,0.000005
0.757820-0.002996j,0.041672+3.142382j,0.042504+3.142863j,0.000006
0.757669-0.003255j,0.041706+3.142461j,0.042573+3.142962j,0.000006
0.757507-0.003533j,0.041743+3.142547j,0.042646+3.143068j,0.000006
0.757334-0.003829j,0.041783+3.142638j,0.042724+3.143181j,0.000007
0.757149-0.004145j,0.041827+3.142736j,0.042806+3.143301j,0.000007
0.756952-0.004482j,0.041875+3.142841j,0.042893+3.143429j,0.000008
0.756742-0.004841j,0.041926+3.142953j,0.042984+3.143564j,0.000009
0.756518-0.005223j,0.041982+3.143074j,0.043081+3.143708j,0.000010
0.756279-0.005629j,0.042042+3.143202j,0.043183+3.143861j,0.000010
0.756026-0.006061j,0.042107+3.143339j,0.043291+3.144023j,0.000011
0.755756-0.006519j,0.042176+3.143485j,0.043405+3.144194j,0.000012
0.755470-0.007005j,0.042251+3.143640j,0.043525+3.144376j,0.000013
0.755166-0.007520j,0.042331+3.143805j,0.043651+3.144567j,0.000015
0.754843-0.008065j,0.042417+3.143981j,0.043784+3.144770j,0.000016
0.754501-0.008642j,0.042508+3.144167j,0.043924+3.144985j,0.000017
0.754139-0.009252j,0.042606+3.144365j,0.044071+3.145211j,0.000019
0.753756-0.009897j,0.042710+3.144575j,0.044226+3.145450j,0.000021
0.753351-0.010577j,0.042821+3.144797j,0.044388+3.145702j,0.000023
0.752922-0.011294j,0.042940+3.145032j,0.044559+3.145967j,0.000025
0.752470-0.012050j,0.043065+3.145280j,0.044739+3.146247j,0.000027
0.751991-0.012847j,0.043199+3.145543j,0.044927+3.146541j,0.000029
0.751487-0.013686j,0.043341+3.145820j,0.045125+3.146851j,0.000032
0.750955-0.014568j,0.043491+3.146113j,0.045332+3.147177j,0.000035
0.750393-0.015495j,0.043650+3.146421j,0.045549+3.147520j,0.000038
0.749802-0.016469j,0.043818+3.146747j,0.045777+3.147879j,0.000042
0.749179-0.017492j,0.043996+3.147089j,0.046016+3.148257j,0.000045
0.748523-0.018565j,0.044184+3.147450j,0.046265+3.148654j,0.000049
0.747833-0.019691j,0.044383+3.147829j,0.046527+3.149070j,0.000054
0.747107-0.020870j,0.044593+3.148228j,0.046801+3.149506j,0.000058
0.746344-0.022105j,0.044814+3.148647j,0.047087+3.149963j,0.000064
0.745542-0.023398j,0.045047+3.149087j,0.047386+3.150442j,0.000069
0.744698-0.024750j,0.045292+3.149549j,0.047699+3.150944j,0.000075
0.743813-0.026164j,0.045551+3.150033j,0.048026+3.151469j,0.000081
0.742883-0.027641j,0.045823+3.150541j,0.048368+3.152018j,0.000088
0.741907-0.029183j,0.046108+3.151074j,0.048725+3.152593j,0.000096
0.740883-0.030793j,0.046409+3.151631j,0.049097+3.153193j,0.000104
0.739809-0.032473j,0.046724+3.152215j,0.049486+3.153821j,0.000112
0.738682-0.034223j,0.047055+3.152826j,0.049892+3.154477j,0.000122
0.737501-0.036047j,0.047403+3.153466j,0.050316+3.155162j,0.000132
0.736262-0.037947j,0.047768+3.154134j,0.050757+3.155877j,0.000142
0.734965-0.039924j,0.048150+3.154832j,0.051218+3.156623j,0.000154
