0.762839+0.000000j,0.040370+3.141593j,0.040370+3.141593j,0.000000
0.733605-0.041980j,0.048550+3.155562j,0.051698+3.157401j,0.000166
0.732181-0.044118j,0.048970+3.156324j,0.052199+3.158213j,0.000179
0.730689-0.046339j,0.049410+3.157119j,0.052721+3.159059j,0.000193
0.729127-0.048645j,0.049870+3.157949j,0.053264+3.159940j,0.000208
0.727492-0.051039j,0.050352+3.158815j,0.053831+3.160859j,0.000224
0.725781-0.053522j,0.050856+3.159717j,0.054420+3.161815j,0.000241
0.723990-0.056096j,0.051384+3.160657j,0.055035+3.162811j,0.000259
0.722116-0.058763j,0.051935+3.161637j,0.055675+3.163847j,0.000279
0.720155-0.061525j,0.052512+3.162657j,0.056341+3.164925j,0.000300
0.718103-0.064382j,0.053115+3.163719j,0.057034+3.166046j,0.000322
0.715958-0.067338j,0.053744+3.164824j,0.057756+3.167212j,0.000346
0.713714-0.070393j,0.054402+3.165973j,0.058508+3.168424j,0.000371
0.711368-0.073548j,0.055090+3.167168j,0.059290+3.169683j,0.000398
0.708914-0.076805j,0.055808+3.168411j,0.060104+3.170991j,0.000427
0.706349-0.080166j,0.056557+3.169702j,0.060951+3.172349j,0.000457
0.703668-0.083630j,0.057340+3.171044j,0.061833+3.173760j,0.000490
0.700865-0.087200j,0.058157+3.172437j,0.062751+3.175224j,0.000524
0.697935-0.090876j,0.059010+3.173883j,0.063706+3.176744j,0.000561
0.694873-0.094659j,0.059900+3.175385j,0.064700+3.178321j,0.000600
0.691672-0.098549j,0.060829+3.176944j,0.065735+3.179957j,0.000641
0.688326-0.102549j,0.061800+3.178561j,0.066812+3.181655j,0.000686
0.684829-0.106657j,0.062812+3.180240j,0.067934+3.183416j,0.000732
0.681172-0.110877j,0.063870+3.181981j,0.069103+3.185243j,0.000782
0.677348-0.115207j,0.064974+3.183789j,0.070321+3.187138j,0.000835
0.673348-0.119651j,0.066128+3.185666j,0.071591+3.189106j,0.000892
0.669162-0.124209j,0.067334+3.187614j,0.072916+3.191148j,0.000952
0.664779-0.128884j,0.068596+3.189639j,0.074299+3.193270j,0.001016
0.660186-0.133678j,0.069916+3.191744j,0.075745+3.195476j,0.001084
0.655369-0.138596j,0.071300+3.193934j,0.077257+3.197772j,0.001157
0.650309-0.143644j,0.072753+3.196217j,0.078842+3.200163j,0.001235
0.644988-0.148827j,0.074280+3.198600j,0.080505+3.202660j,0.001318
0.639377-0.154158j,0.075889+3.201092j,0.082256+3.205271j,0.001408
0.633445-0.159650j,0.077589+3.203708j,0.084105+3.208011j,0.001504
0.627146-0.165326j,0.079395+3.206465j,0.086066+3.210899j,0.001609
0.620416-0.171218j,0.081324+3.209389j,0.088159+3.213961j,0.001723
0.613159-0.177384j,0.083405+3.212521j,0.090415+3.217240j,0.001850
0.605201-0.183930j,0.085688+3.215931j,0.092888+3.220811j,0.001991
0.596162-0.191104j,0.088284+3.219778j,0.095699+3.224838j,0.002157
0.585844-0.198971j,0.091251+3.224141j,0.098910+3.229405j,0.002352
0.575152-0.206780j,0.094331+3.228636j,0.102243+3.234109j,0.002560
0.565981-0.213215j,0.096979+3.232476j,0.105107+3.238125j,0.002743
0.557049-0.219258j,0.099562+3.236204j,0.107902+3.242024j,0.002927
0.548344-0.224945j,0.102085+3.239831j,0.110633+3.245815j,0.003110
0.539854-0.230305j,0.104551+3.243364j,0.113303+3.249507j,0.003293
0.531567-0.235365j,0.106963+3.246810j,0.115915+3.253107j,0.003475
0.523084-0.240377j,0.109438+3.250339j,0.118597+3.256792j,0.003667
0.514803-0.245109j,0.111860+3.253786j,0.121222+3.260389j,0.003859
0.506396-0.249757j,0.114326+3.257290j,0.123896+3.264045j,0.004058
0.498187-0.254147j,0.116739+3.260718j,0.126514+3.267619j,0.004257
0.489812-0.258481j,0.119208+3.264224j,0.129195+3.271273j,0.004465
0.481633-0.262574j,0.121625+3.267658j,0.131821+3.274849j,0.004673
0.473271-0.266620j,0.124103+3.271180j,0.134515+3.278516j,0.004891
0.465104-0.270440j,0.126529+3.274633j,0.137155+3.282108j,0.005109
0.456747-0.274218j,0.129018+3.278181j,0.139866+3.285797j,0.005337
0.448585-0.277781j,0.131456+3.281663j,0.142523+3.289415j,0.005565
0.440232-0.281302j,0.133958+3.285244j,0.145252+3.293133j,0.005804
0.432073-0.284619j,0.136409+3.288762j,0.147927+3.296783j,0.006043
0.423724-0.287893j,0.138922+3.292381j,0.150674+3.300536j,0.006293
0.415571-0.290973j,0.141384+3.295939j,0.153366+3.304222j,0.006544
0.407232-0.294007j,0.143908+3.299601j,0.156130+3.308013j,0.006806
0.399087-0.296857j,0.146379+3.303203j,0.158839+3.311739j,0.007068
0.390763-0.299657j,0.148911+3.306910j,0.161618+3.315571j,0.007342
0.382634-0.302283j,0.151390+3.310558j,0.164342+3.319339j,0.007616
0.374331-0.304854j,0.153928+3.314313j,0.167133+3.323213j,0.007903
0.366223-0.307260j,0.156411+3.318011j,0.169868+3.327025j,0.008189
0.357949-0.309608j,0.158951+3.321816j,0.172669+3.330944j,0.008489
0.349867-0.311799j,0.161437+3.325564j,0.175414+3.334801j,0.008788
0.341629-0.313928j,0.163976+3.329420j,0.178222+3.338765j,0.009101
0.333582-0.315908j,0.166461+3.333221j,0.180973+3.342669j,0.009413
0.325385-0.317824j,0.168996+3.337130j,0.183784+3.346679j,0.009739
0.317378-0.319598j,0.171475+3.340984j,0.186538+3.350630j,0.010065
0.309231-0.321305j,0.174002+3.344946j,0.189348+3.354686j,0.010404
0.301271-0.322877j,0.176474+3.348856j,0.192102+3.358685j,0.010743
0.293178-0.324380j,0.178989+3.352872j,0.194909+3.362788j,0.011096
0.285271-0.325755j,0.181449+3.356837j,0.197658+3.366835j,0.011449
0.277238-0.327058j,0.183949+3.360908j,0.200458+3.370985j,0.011816
0.269390-0.328241j,0.186393+3.364930j,0.203199+3.375080j,0.012183
0.261422-0.329349j,0.188874+3.369057j,0.205988+3.379277j,0.012564
0.253637-0.330343j,0.191298+3.373135j,0.208717+3.383420j,0.012946
0.245739-0.331262j,0.193757+3.377319j,0.211491+3.387665j,0.013341
0.238021-0.332073j,0.196158+3.381455j,0.214206+3.391855j,0.013737
0.230197-0.332807j,0.198589+3.385697j,0.216961+3.396148j,0.014148
0.222550-0.333439j,0.200963+3.389891j,0.219656+3.400386j,0.014558
0.214803-0.333992j,0.203364+3.394190j,0.222389+3.404726j,0.014983
0.207230-0.334450j,0.205706+3.398443j,0.225061+3.409013j,0.015408
0.199563-0.334828j,0.208073+3.402801j,0.227767+3.413400j,0.015849
0.192067-0.335116j,0.210380+3.407113j,0.230413+3.417734j,0.016289
0.184480-0.335324j,0.212709+3.411530j,0.233089+3.422169j,0.016745
0.177063-0.335446j,0.214977+3.415902j,0.235703+3.426551j,0.017201
0.169559-0.335487j,0.217264+3.420379j,0.238345+3.431033j,0.017672
0.162222-0.335448j,0.219489+3.424811j,0.240925+3.435463j,0.018144
0.154802-0.335328j,0.221730+3.429349j,0.243529+3.439991j,0.018631
0.147545-0.335132j,0.223909+3.433842j,0.246071+3.444469j,0.019119
0.140444-0.334864j,0.226029+3.438292j,0.248551+3.448898j,0.019606
0.133148-0.334510j,0.228194+3.442922j,0.251092+3.453497j,0.020117
0.126010-0.334087j,0.230297+3.447507j,0.253569+3.458046j,0.020629
0.119024-0.333599j,0.232340+3.452051j,0.255983+3.462546j,0.021140
0.111852-0.333020j,0.234421+3.456773j,0.258451+3.467216j,0.021677
0.104834-0.332379j,0.236438+3.461452j,0.260854+3.471835j,0.022214
0.097963-0.331677j,0.238395+3.466089j,0.263194+3.476404j,0.022750
0.090912-0.330881j,0.240382+3.470906j,0.265581+3.481144j,0.023312
0.084011-0.330027j,0.242306+3.475679j,0.267901+3.485832j,0.023875
0.077253-0.329119j,0.244167+3.480410j,0.270156+3.490472j,0.024437
0.070320-0.328112j,0.246052+3.485323j,0.272452+3.495281j,0.025026
0.063532-0.327053j,0.247872+3.490192j,0.274680+3.500038j,0.025615
0.056884-0.325943j,0.249629+3.495018j,0.276841+3.504746j,0.026203
0.050064-0.324731j,0.251402+3.500028j,0.279036+3.509624j,0.026820
0.043385-0.323471j,0.253110+3.504994j,0.281162+3.514450j,0.027437
0.036841-0.322165j,0.254752+3.509917j,0.283220+3.519225j,0.028053
0.030129-0.320752j,0.256405+3.515026j,0.285304+3.524171j,0.028698
0.023553-0.319295j,0.257990+3.520090j,0.287317+3.529065j,0.029344
0.017108-0.317796j,0.259509+3.525110j,0.289261+3.533906j,0.029989
0.010496-0.316185j,0.261030+3.530319j,0.291224+3.538919j,0.030664
0.004017-0.314534j,0.262482+3.535481j,0.293114+3.543878j,0.031339
-0.002336-0.312844j,0.263867+3.540599j,0.294933+3.548784j,0.032014
-0.008854-0.311038j,0.265247+3.545908j,0.296763+3.553862j,0.032721
-0.015244-0.309194j,0.266556+3.551170j,0.298518+3.558885j,0.033427
-0.021511-0.307315j,0.267797+3.556385j,0.300201+3.563853j,0.034133
-0.027943-0.305314j,0.269023+3.561795j,0.301886+3.568994j,0.034872
-0.034252-0.303278j,0.270179+3.567155j,0.303495+3.574078j,0.035612
-0.040441-0.301210j,0.271264+3.572467j,0.305029+3.579105j,0.036350
-0.046796-0.299013j,0.272326+3.577977j,0.306556+3.584306j,0.037124
-0.053032-0.296784j,0.273315+3.583435j,0.308006+3.589448j,0.037897
-0.059151-0.294526j,0.274233+3.588843j,0.309379+3.594529j,0.038670
-0.065439-0.292132j,0.275119+3.594451j,0.310735+3.599786j,0.039479
-0.071609-0.289709j,0.275931+3.600006j,0.312012+3.604981j,0.040289
-0.077668-0.287258j,0.276669+3.605507j,0.313209+3.610113j,0.041098
-0.083896-0.284664j,0.277366+3.611211j,0.314380+3.615420j,0.041944
-0.090012-0.282043j,0.277987+3.616858j,0.315469+3.620661j,0.042791
-0.096019-0.279396j,0.278534+3.622449j,0.316477+3.625837j,0.043638
-0.102197-0.276598j,0.279028+3.628244j,0.317448+3.631186j,0.044524
-0.108266-0.273775j,0.279446+3.633980j,0.318334+3.636467j,0.045410
-0.114230-0.270927j,0.279787+3.639656j,0.319138+3.641679j,0.046295
-0.120368-0.267922j,0.280066+3.645536j,0.319892+3.647062j,0.047223
-0.126400-0.264891j,0.280266+3.651353j,0.320560+3.652373j,0.048150
-0.132332-0.261837j,0.280390+3.657108j,0.321143+3.657611j,0.049077
-0.138437-0.258617j,0.280439+3.663065j,0.321664+3.663017j,0.050047
-0.144442-0.255374j,0.280409+3.668955j,0.322097+3.668346j,0.051017
-0.150351-0.252108j,0.280301+3.674779j,0.322443+3.673599j,0.051986
-0.156435-0.248667j,0.280107+3.680802j,0.322715+3.679014j,0.053001
-0.162423-0.245204j,0.279833+3.686755j,0.322896+3.684348j,0.054015
-0.168318-0.241719j,0.279481+3.692636j,0.322989+3.689601j,0.055029
-0.174390-0.238051j,0.279031+3.698713j,0.322994+3.695010j,0.056090
-0.180370-0.234360j,0.278501+3.704714j,0.322907+3.700333j,0.057150
-0.186263-0.230648j,0.277892+3.710640j,0.322730+3.705570j,0.058210
-0.192332-0.226745j,0.277174+3.716754j,0.322452+3.710954j,0.059318
-0.198315-0.222820j,0.276376+3.722787j,0.322081+3.716248j,0.060426
-0.204216-0.218872j,0.275499+3.728741j,0.321619+3.721451j,0.061533
-0.210295-0.214727j,0.274502+3.734874j,0.321043+3.726791j,0.062689
-0.216293-0.210558j,0.273425+3.740922j,0.320372+3.732034j,0.063846
-0.222213-0.206367j,0.272270+3.746886j,0.319610+3.737184j,0.065001
-0.228313-0.201970j,0.270985+3.753019j,0.318720+3.742457j,0.066207
-0.234338-0.197550j,0.269621+3.759061j,0.317735+3.747630j,0.067413
-0.240292-0.193106j,0.268180+3.765014j,0.316659+3.752703j,0.068619
-0.246428-0.188450j,0.266599+3.771125j,0.315442+3.757888j,0.069875
-0.252495-0.183768j,0.264940+3.777140j,0.314131+3.762967j,0.071131
-0.258497-0.179062j,0.263207+3.783060j,0.312729+3.767942j,0.072387
-0.264684-0.174135j,0.261325+3.789127j,0.311173+3.773014j,0.073695
-0.270810-0.169182j,0.259368+3.795092j,0.309525+3.777976j,0.075003
-0.276879-0.164203j,0.257338+3.800958j,0.307785+3.782830j,0.076310
-0.283137-0.158996j,0.255151+3.806956j,0.305881+3.787766j,0.077670
-0.289342-0.153760j,0.252892+3.812848j,0.303885+3.792588j,0.079029
-0.295498-0.148497j,0.250563+3.818636j,0.301799+3.797298j,0.080388
-0.301849-0.142998j,0.248071+3.824542j,0.299538+3.802075j,0.081801
-0.308156-0.137469j,0.245510+3.830338j,0.297186+3.806733j,0.083213
-0.314423-0.131910j,0.242882+3.836024j,0.294746+3.811276j,0.084625
-0.320892-0.126108j,0.240087+3.841814j,0.292122+3.815870j,0.086090
-0.327328-0.120274j,0.237225+3.847488j,0.289409+3.820343j,0.087555
-0.333734-0.114407j,0.234300+3.853049j,0.286609+3.824696j,0.089020
-0.340351-0.108290j,0.231204+3.858698j,0.283617+3.829086j,0.090539
-0.346945-0.102138j,0.228046+3.864227j,0.280537+3.833351j,0.092058
-0.353522-0.095953j,0.224830+3.869638j,0.277373+3.837493j,0.093576
-0.360319-0.089510j,0.221440+3.875121j,0.274011+3.841655j,0.095148
-0.367107-0.083031j,0.217992+3.880480j,0.270563+3.845691j,0.096719
-0.373890-0.076516j,0.214491+3.885718j,0.267033+3.849601j,0.098291
-0.380905-0.069739j,0.210816+3.891008j,0.263299+3.853516j,0.099915
-0.387925-0.062924j,0.207089+3.896173j,0.259483+3.857303j,0.101540
-0.394955-0.056070j,0.203312+3.901213j,0.255587+3.860963j,0.103163
-0.402002-0.049177j,0.199489+3.906130j,0.251614+3.864499j,0.104787
-0.409369-0.041950j,0.195456+3.911128j,0.247392+3.868056j,0.106479
-0.416765-0.034681j,0.191378+3.915996j,0.243092+3.871485j,0.108171
-0.424194-0.027371j,0.187257+3.920736j,0.238715+3.874786j,0.109863
-0.431663-0.020020j,0.183096+3.925350j,0.234264+3.877963j,0.111554
-0.439461-0.012349j,0.178737+3.930007j,0.229570+3.881132j,0.113308
-0.447314-0.004634j,0.174341+3.934532j,0.224800+3.884173j,0.115063
-0.455227+0.003123j,0.169908+3.938928j,0.219957+3.887089j,0.116817
-0.463208+0.010921j,0.165442+3.943195j,0.215044+3.889883j,0.118570
-0.471263+0.018761j,0.160944+3.947337j,0.210062+3.892558j,0.120324
-0.479690+0.026923j,0.156255+3.951495j,0.204831+3.895205j,0.122139
-0.488210+0.035127j,0.151536+3.955522j,0.199529+3.897731j,0.123955
-0.496830+0.043371j,0.146790+3.959419j,0.194160+3.900138j,0.125770
-0.505559+0.051655j,0.142018+3.963189j,0.188724+3.902428j,0.127584
-0.514402+0.059976j,0.137223+3.966832j,0.183224+3.904607j,0.129399
-0.523369+0.068332j,0.132406+3.970352j,0.177659+3.906675j,0.131213
-0.532467+0.076723j,0.127568+3.973748j,0.172033+3.908637j,0.133027
-0.541703+0.085146j,0.122712+3.977024j,0.166346+3.910495j,0.134840
-0.551086+0.093598j,0.117838+3.980180j,0.160600+3.912252j,0.136654
-0.560623+0.102077j,0.112949+3.983218j,0.154796+3.913911j,0.138467
-0.570323+0.110580j,0.108045+3.986140j,0.148935+3.915476j,0.140280
-0.580195+0.119105j,0.103127+3.988947j,0.143019+3.916949j,0.142092
-0.590248+0.127648j,0.098196+3.991639j,0.137048+3.918333j,0.143905
-0.600489+0.136205j,0.093255+3.994219j,0.131023+3.919631j,0.145717
-0.610928+0.144774j,0.088303+3.996688j,0.124947+3.920846j,0.147529
-0.621575+0.153350j,0.083342+3.999046j,0.118819+3.921981j,0.149340
-0.632438+0.161928j,0.078372+4.001295j,0.112642+3.923039j,0.151152
-0.643528+0.170504j,0.073394+4.003435j,0.106415+3.924023j,0.152963
-0.654854+0.179073j,0.068410+4.005469j,0.100142+3.924936j,0.154773
-0.666427+0.187630j,0.063419+4.007396j,0.093822+3.925781j,0.156584
-0.678257+0.196169j,0.058422+4.009218j,0.087457+3.926560j,0.158394
-0.689098+0.203810j,0.053934+4.010763j,0.081710+3.927206j,0.160019
-0.700162+0.211427j,0.049443+4.012225j,0.075929+3.927804j,0.161644
-0.711457+0.219014j,0.044949+4.013603j,0.070115+3.928355j,0.163269
-0.722992+0.226567j,0.040452+4.014899j,0.064270+3.928862j,0.164894
-0.734775+0.234080j,0.035952+4.016113j,0.058395+3.929327j,0.166518
-0.746813+0.241546j,0.031449+4.017245j,0.052491+3.929751j,0.168142
-0.759117+0.248961j,0.026944+4.018295j,0.046559+3.930137j,0.169766
-0.771694+0.256316j,0.022438+4.019265j,0.040602+3.930486j,0.171390
-0.784554+0.263606j,0.017930+4.020153j,0.034621+3.930799j,0.173013
-0.797706+0.270821j,0.013420+4.020962j,0.028617+3.931079j,0.174637
-0.811159+0.277956j,0.008909+4.021690j,0.022592+3.931327j,0.176260
-0.824923+0.285000j,0.004397+4.022338j,0.016549+3.931544j,0.177883
-0.839007+0.291947j,-0.000116+4.022907j,0.010489+3.931731j,0.179505
-0.853421+0.298785j,-0.004629+4.023396j,0.004414+3.931891j,0.181128
-0.868176+0.305506j,-0.009144+4.023806j,-0.001674+3.932022j,0.182750
-0.883280+0.312098j,-0.013658+4.024136j,-0.007772+3.932128j,0.184372
-0.898744+0.318552j,-0.018174+4.024388j,-0.013879+3.932207j,0.185993
-0.914579+0.324856j,-0.022689+4.024560j,-0.019991+3.932261j,0.187615
-0.930794+0.330997j,-0.027205+4.024654j,-0.026108+3.932290j,0.189236
-0.947400+0.336962j,-0.031720+4.024668j,-0.032226+3.932294j,0.190857
-0.964408+0.342739j,-0.036236+4.024604j,-0.038344+3.932274j,0.192478
-0.980039+0.347757j,-0.040293+4.024479j,-0.043837+3.932234j,0.193935
-0.996011+0.352600j,-0.044350+4.024290j,-0.049327+3.932175j,0.195392
-1.012331+0.357257j,-0.048406+4.024037j,-0.054811+3.932094j,0.196850
-1.029006+0.361717j,-0.052463+4.023721j,-0.060288+3.931993j,0.198306
-1.046043+0.365966j,-0.056518+4.023340j,-0.065755+3.931870j,0.199763
