30,12,632,15,360
31,12,632,15,360
32,12,632,15,360
33,12,632,15,360
34,12,632,15,360
35,12,632,15,360
36,12,632,15,360
37,12,632,15,360
38,12,632,15,360
39,12,632,15,360
40,12,632,15,360
41,12,632,15,360
42,12,632,15,360
43,12,632,15,360
44,12,724,29,424
45,13,359,17,639
46,13,359,17,639
47,13,359,17,639
48,13,359,17,639
49,13,359,17,639
50,13,359,17,639
51,13,359,17,639
52,13,359,17,639
53,13,359,17,639
54,13,359,17,639
55,13,359,17,639
56,13,359,17,639
57,13,359,17,639
58,13,359,17,639
59,13,353,23,779
60,13,377,27,504
61,15,379,23,506
62,15,353,27,796
63,17,723,22,415
64,18,325,23,458
65,19,438,22,404
66,19,630,23,569
67,19,699,29,446
68,20,343,29,512
69,22,438,25,716
70,22,506,26,344
71,23,911,29,458
72,24,328,27,463
73,25,643,27,574
74,25,440,29,412
75,12,661,62,36
76,12,597,65,381
77,12,792,74,505
78,13,354,68,423
79,13,354,68,423
80,13,354,68,423
81,13,354,68,423
82,13,354,68,423
83,13,354,68,423
84,13,354,68,423
85,13,354,68,423
86,13,354,68,423
87,13,354,68,423
88,13,354,68,423
89,13,354,68,423
90,13,354,68,423
91,13,354,68,423
92,13,369,70,41
93,13,362,73,78
94,15,363,66,73
95,15,370,68,42
96,15,355,70,429
97,15,355,70,429
98,15,355,70,429
99,15,355,70,429
100,15,355,70,429
101,15,355,70,429
102,15,355,70,429
103,15,355,70,429
104,15,355,70,429
105,15,355,70,429
106,15,355,70,429
107,15,355,70,429
108,15,355,70,429
109,15,355,70,429
110,17,667,59,35
111,17,776,65,491
112,17,607,74,405
113,19,657,68,51
114,20,366,30,36
115,20,366,30,36
116,20,366,30,36
117,20,366,31,33
118,20,366,31,33
119,20,366,31,33
120,20,364,41,36
121,20,364,41,36
122,20,364,41,36
123,20,364,41,36
124,20,364,41,36
125,20,364,41,36
126,20,364,41,36
127,20,364,41,36
128,20,364,41,36
129,20,364,41,36
130,20,364,41,36
131,20,364,41,36
132,20,364,41,36
133,20,364,41,36
134,20,369,62,32
135,20,352,65,446
136,20,370,74,91
137,22,425,46,96
138,22,425,46,96
139,22,425,46,96
140,22,409,68,510
141,22,470,74,489
142,25,670,70,49
143,26,367,45,34
144,26,367,45,34
145,26,367,45,34
146,26,367,46,34
147,26,367,46,34
148,26,367,46,34
149,26,365,53,35
150,26,365,53,35
151,26,365,53,35
152,26,365,53,35
153,26,365,53,35
154,26,365,53,35
155,26,365,53,35
156,26,365,53,35
157,26,365,53,35
158,26,365,53,35
159,26,365,53,35
160,26,365,53,35
161,26,365,53,35
162,26,365,53,35
163,26,370,59,30
164,26,372,65,77
165,26,353,74,462
166,29,434,30,98
167,29,434,30,98
168,29,434,30,98
169,29,481,65,476
170,29,418,70,528
171,30,98,62,75
172,30,98,62,75
173,30,98,62,75
174,30,43,74,625
175,30,43,74,625
176,30,43,74,625
177,31,41,66,101
178,31,41,66,101
179,31,41,66,101
180,41,29,66,88
181,45,41,73,106
182,45,41,73,106
183,45,41,73,106
184,46,43,65,588
185,46,43,65,588
186,46,43,65,588
187,53,27,73,92
188,59,19,68,433
189,62,20,70,439
190,65,407,66,62
191,73,68,74,427
192,12,671,96,49
193,12,671,96,49
194,12,671,96,49
195,12,671,97,53
196,12,671,97,53
197,12,671,97,53
198,12,652,104,35
199,12,652,104,35
200,12,652,104,35
201,12,652,104,35
202,12,652,104,35
203,12,652,104,35
204,12,652,104,35
205,12,652,104,35
206,12,652,104,35
207,12,652,104,35
208,12,652,104,35
209,12,652,104,35
210,12,652,104,35
211,12,652,104,35
212,13,366,142,19
213,13,349,164,33
214,15,367,113,19
215,15,349,136,35
216,17,678,78,49
217,17,678,78,49
218,17,678,78,49
219,17,678,79,54
220,17,678,79,54
221,17,678,79,54
222,17,657,86,33
223,17,657,86,33
224,17,657,86,33
225,17,657,86,33
226,17,657,86,33
227,17,657,86,33
228,17,657,86,33
229,17,657,86,33
230,17,657,86,33
231,17,657,86,33
232,17,657,86,33
233,17,657,86,33
234,17,657,86,33
235,17,657,86,33
236,19,699,163,107
237,20,361,94,35
238,20,369,96,34
239,20,369,96,34
240,20,369,96,34
241,20,369,97,38
242,20,369,97,38
243,20,369,97,38
244,20,367,104,38
245,20,367,104,38
246,20,367,104,38
247,20,367,104,38
248,20,367,104,38
249,20,367,104,38
250,20,367,104,38
251,20,367,104,38
252,20,367,104,38
253,20,367,104,38
254,20,367,104,38
255,20,367,104,38
256,20,367,104,38
257,20,367,104,38
258,22,419,143,75
259,22,419,146,75
260,22,429,149,73
261,22,429,149,73
262,22,429,149,73
263,22,423,157,55
264,22,408,169,94
265,23,836,165,77
266,26,371,78,34
267,26,371,78,34
268,26,371,78,34
269,26,371,79,36
270,26,371,79,36
271,26,371,79,36
272,26,369,86,36
273,26,369,86,36
274,26,369,86,36
275,26,369,86,36
276,26,369,86,36
277,26,369,86,36
278,26,369,86,36
279,26,369,86,36
280,26,369,86,36
281,26,369,86,36
282,26,369,86,36
283,26,369,86,36
284,26,369,86,36
285,26,369,86,36
286,26,362,93,34
287,27,852,135,72
288,29,428,114,77
289,29,428,117,77
290,29,438,120,72
291,29,438,120,72
292,29,438,120,72
293,29,432,128,60
294,29,417,141,91
295,30,53,104,57
296,30,53,104,57
297,30,53,104,57
298,30,36,114,2
299,30,36,114,2
300,30,36,114,2
301,30,36,117,10
302,30,36,117,10
303,30,36,117,10
304,30,67,128,40
305,30,67,128,40
306,30,67,128,40
307,30,80,135,59
308,30,80,135,59
309,30,80,135,59
310,31,52,104,57
311,31,52,104,57
312,31,52,104,57
313,31,61,128,40
314,31,61,128,40
315,31,61,128,40
316,41,55,113,59
