file_a,file_b,arc_fraction
data/path_data/path_data_213.csv,data/path_data/path_data_869.csv,1.0
data/path_data/path_data_213.csv,data/path_data/path_data_959.csv,1.0
data/path_data/path_data_219.csv,data/path_data/path_data_870.csv,1.0
data/path_data/path_data_219.csv,data/path_data/path_data_960.csv,1.0
data/path_data/path_data_220.csv,data/path_data/path_data_701.csv,1.0
data/path_data/path_data_220.csv,data/path_data/path_data_707.csv,1.0
data/path_data/path_data_220.csv,data/path_data/path_data_869.csv,1.0
data/path_data/path_data_220.csv,data/path_data/path_data_959.csv,1.0
data/path_data/path_data_24.csv,data/path_data/path_data_887.csv,1.0
data/path_data/path_data_24.csv,data/path_data/path_data_889.csv,1.0
data/path_data/path_data_24.csv,data/path_data/path_data_977.csv,1.0
data/path_data/path_data_24.csv,data/path_data/path_data_979.csv,1.0
data/path_data/path_data_257.csv,data/path_data/path_data_30.csv,1.0
data/path_data/path_data_257.csv,data/path_data/path_data_58.csv,1.0
data/path_data/path_data_28.csv,data/path_data/path_data_45.csv,0.9664355699934484
data/path_data/path_data_28.csv,data/path_data/path_data_51.csv,0.9664355699934484
data/path_data/path_data_289.csv,data/path_data/path_data_934.csv,1.0
data/path_data/path_data_289.csv,data/path_data/path_data_992.csv,1.0
data/path_data/path_data_290.csv,data/path_data/path_data_638.csv,0.9999999999999999
data/path_data/path_data_290.csv,data/path_data/path_data_644.csv,0.9999999999999999
data/path_data/path_data_290.csv,data/path_data/path_data_933.csv,0.9999999999999999
data/path_data/path_data_290.csv,data/path_data/path_data_991.csv,0.9999999999999999
data/path_data/path_data_296.csv,data/path_data/path_data_934.csv,1.0
data/path_data/path_data_296.csv,data/path_data/path_data_992.csv,1.0
data/path_data/path_data_297.csv,data/path_data/path_data_638.csv,1.0
data/path_data/path_data_297.csv,data/path_data/path_data_644.csv,1.0
data/path_data/path_data_297.csv,data/path_data/path_data_933.csv,1.0
data/path_data/path_data_297.csv,data/path_data/path_data_991.csv,1.0
data/path_data/path_data_39.csv,data/path_data/path_data_663.csv,1.0
data/path_data/path_data_39.csv,data/path_data/path_data_670.csv,1.0
data/path_data/path_data_49.csv,data/path_data/path_data_663.csv,1.0
data/path_data/path_data_49.csv,data/path_data/path_data_670.csv,1.0
data/path_data/path_data_5.csv,data/path_data/path_data_6.csv,1.0
data/path_data/path_data_638.csv,data/path_data/path_data_745.csv,1.0
data/path_data/path_data_638.csv,data/path_data/path_data_751.csv,1.0
data/path_data/path_data_644.csv,data/path_data/path_data_745.csv,1.0
data/path_data/path_data_644.csv,data/path_data/path_data_751.csv,1.0
data/path_data/path_data_701.csv,data/path_data/path_data_827.csv,1.0
data/path_data/path_data_701.csv,data/path_data/path_data_833.csv,1.0
data/path_data/path_data_707.csv,data/path_data/path_data_827.csv,1.0
data/path_data/path_data_707.csv,data/path_data/path_data_833.csv,1.0
data/path_data/path_data_745.csv,data/path_data/path_data_933.csv,0.9999999999999996
data/path_data/path_data_745.csv,data/path_data/path_data_991.csv,0.9999999999999996
data/path_data/path_data_746.csv,data/path_data/path_data_934.csv,1.0
data/path_data/path_data_746.csv,data/path_data/path_data_992.csv,1.0
data/path_data/path_data_751.csv,data/path_data/path_data_933.csv,0.9999999999999999
data/path_data/path_data_751.csv,data/path_data/path_data_991.csv,0.9999999999999999
data/path_data/path_data_752.csv,data/path_data/path_data_934.csv,1.0
data/path_data/path_data_752.csv,data/path_data/path_data_992.csv,1.0
data/path_data/path_data_827.csv,data/path_data/path_data_869.csv,0.9999999999999998
data/path_data/path_data_827.csv,data/path_data/path_data_959.csv,0.9999999999999998
data/path_data/path_data_828.csv,data/path_data/path_data_870.csv,1.0
data/path_data/path_data_828.csv,data/path_data/path_data_960.csv,1.0
data/path_data/path_data_833.csv,data/path_data/path_data_869.csv,1.0
data/path_data/path_data_833.csv,data/path_data/path_data_959.csv,1.0
data/path_data/path_data_834.csv,data/path_data/path_data_870.csv,1.0
data/path_data/path_data_834.csv,data/path_data/path_data_960.csv,1.0
data/path_data/path_data_84.csv,data/path_data/path_data_89.csv,1.0
