-1.168008+0.000170j,0.123570-0.279737j,-0.129729-0.000004j,7,13
-1.168297-0.000092j,0.123517+0.279761j,0.123523-0.279796j,7,29
-1.168587+0.000170j,-0.129716-0.000004j,0.123471+0.279820j,13,29
