0.532518+2.263578j,-0.592353+4.110578j,0.686075-4.339070j,26.619738
0.532518+2.263578j,-0.592353+4.110578j,0.686075-4.339070j,26.619738
0.532518+2.263578j,-0.592353+4.110578j,0.686075-4.339070j,26.619738
0.532518+2.263578j,-0.592353+4.110578j,0.686075-4.339070j,26.619738
0.532518+2.263578j,-0.592353+4.110578j,0.686075-4.339069j,26.619738
0.532518+2.263578j,-0.592353+4.110578j,0.686075-4.339069j,26.619739
0.532517+2.263578j,-0.592353+4.110578j,0.686075-4.339069j,26.619743
0.532512+2.263580j,-0.592353+4.110577j,0.686076-4.339068j,26.619762
0.532491+2.263589j,-0.592353+4.110573j,0.686079-4.339061j,26.619845
0.532398+2.263631j,-0.592355+4.110554j,0.686095-4.339031j,26.620218
0.531980+2.263816j,-0.592360+4.110470j,0.686168-4.338898j,26.621900
0.530096+2.264648j,-0.592387+4.110089j,0.686492-4.338299j,26.629466
0.521605+2.268377j,-0.592505+4.108376j,0.687949-4.335597j,26.663495
0.483096+2.284826j,-0.593045+4.100651j,0.694419-4.323357j,26.816299
0.427240+2.307372j,-0.593838+4.089563j,0.703429-4.305647j,27.034354
0.370411+2.328761j,-0.594656+4.078415j,0.712176-4.287681j,27.252399
0.312622+2.348958j,-0.595499+4.067207j,0.720676-4.269465j,27.470431
0.253885+2.367927j,-0.596368+4.055940j,0.728942-4.251002j,27.688452
0.202606+2.383237j,-0.597137+4.046198j,0.735876-4.234925j,27.876125
0.150645+2.397590j,-0.597924+4.036411j,0.742655-4.218671j,28.063790
0.098014+2.410962j,-0.598730+4.026578j,0.749286-4.202243j,28.251448
0.044722+2.423329j,-0.599556+4.016701j,0.755778-4.185642j,28.439098
-0.009218+2.434669j,-0.600401+4.006778j,0.762137-4.168869j,28.626741
-0.063795+2.444957j,-0.601267+3.996810j,0.768370-4.151926j,28.814377
-0.118997+2.454170j,-0.602151+3.986795j,0.774485-4.134815j,29.002005
-0.168662+2.461449j,-0.602956+3.977840j,0.779835-4.119438j,29.169127
-0.218801+2.467839j,-0.603777+3.968848j,0.785101-4.103929j,29.336244
-0.269406+2.473324j,-0.604614+3.959819j,0.790286-4.088288j,29.503355
-0.320466+2.477886j,-0.605467+3.950752j,0.795396-4.072515j,29.670461
-0.371969+2.481508j,-0.606336+3.941648j,0.800435-4.056611j,29.837562
-0.423905+2.484172j,-0.607222+3.932507j,0.805405-4.040576j,30.004657
-0.476262+2.485861j,-0.608125+3.923328j,0.810313-4.024411j,30.171746
-0.529028+2.486558j,-0.609044+3.914110j,0.815160-4.008116j,30.338830
-0.582190+2.486245j,-0.609981+3.904855j,0.819951-3.991690j,30.505908
-0.635736+2.484904j,-0.610934+3.895561j,0.824690-3.975135j,30.672980
-0.683846+2.482825j,-0.611800+3.887232j,0.828878-3.960248j,30.822170
-0.732240+2.479900j,-0.612680+3.878872j,0.833030-3.945257j,30.971356
-0.780909+2.476116j,-0.613574+3.870480j,0.837147-3.930163j,31.120538
-0.829843+2.471461j,-0.614482+3.862058j,0.841233-3.914966j,31.269715
-0.879030+2.465923j,-0.615405+3.853603j,0.845289-3.899665j,31.418889
-0.928460+2.459488j,-0.616342+3.845117j,0.849317-3.884261j,31.568058
-0.978121+2.452143j,-0.617293+3.836599j,0.853321-3.868754j,31.717222
-1.028001+2.443876j,-0.618260+3.828048j,0.857301-3.853144j,31.866382
-1.078088+2.434674j,-0.619241+3.819466j,0.861260-3.837431j,32.015538
-1.128371+2.424524j,-0.620238+3.810850j,0.865201-3.821613j,32.164690
-1.178835+2.413413j,-0.621250+3.802202j,0.869125-3.805693j,32.313836
-1.229469+2.401328j,-0.622277+3.793520j,0.873033-3.789669j,32.462979
-1.280259+2.388257j,-0.623320+3.784805j,0.876929-3.773541j,32.612116
-1.326039+2.375654j,-0.624271+3.776943j,0.880422-3.758953j,32.746234
-1.371923+2.362233j,-0.625235+3.769052j,0.883907-3.744282j,32.880348
-1.417902+2.347986j,-0.626213+3.761135j,0.887387-3.729527j,33.014458
-1.463963+2.332903j,-0.627203+3.753189j,0.890861-3.714687j,33.148566
-1.510097+2.316974j,-0.628207+3.745216j,0.894332-3.699763j,33.282669
-1.556292+2.300192j,-0.629225+3.737215j,0.897801-3.684754j,33.416769
-1.602537+2.282545j,-0.630256+3.729185j,0.901268-3.669660j,33.550866
-1.648819+2.264025j,-0.631301+3.721128j,0.904736-3.654481j,33.684958
-1.695128+2.244622j,-0.632360+3.713041j,0.908206-3.639217j,33.819047
-1.741449+2.224328j,-0.633434+3.704926j,0.911679-3.623868j,33.953133
-1.787772+2.203132j,-0.634521+3.696782j,0.915155-3.608433j,34.087214
-1.834083+2.181026j,-0.635624+3.688609j,0.918637-3.592913j,34.221292
-1.880369+2.158000j,-0.636741+3.680406j,0.922126-3.577306j,34.355366
-1.926617+2.134046j,-0.637873+3.672174j,0.925622-3.561613j,34.489436
-1.972813+2.109153j,-0.639020+3.663911j,0.929127-3.545834j,34.623502
-2.018943+2.083313j,-0.640183+3.655619j,0.932642-3.529967j,34.757565
-2.059972+2.059488j,-0.641232+3.648206j,0.935783-3.515759j,34.877045
-2.100928+2.034897j,-0.642294+3.640769j,0.938934-3.501481j,34.996523
-2.141799+2.009534j,-0.643368+3.633307j,0.942096-3.487133j,35.115998
-2.182575+1.983393j,-0.644455+3.625821j,0.945269-3.472716j,35.235470
-2.223246+1.956468j,-0.645555+3.618311j,0.948454-3.458228j,35.354939
-2.263799+1.928752j,-0.646668+3.610775j,0.951652-3.443670j,35.474405
-2.304224+1.900239j,-0.647794+3.603214j,0.954865-3.429041j,35.593867
-2.344509+1.870922j,-0.648934+3.595628j,0.958092-3.414342j,35.713327
-2.384644+1.840796j,-0.650088+3.588017j,0.961334-3.399571j,35.832784
-2.424614+1.809854j,-0.651255+3.580380j,0.964593-3.384729j,35.952237
