1.542045+0.000225j,0.011933+0.000004j,-0.241251-0.279820j,15,19
1.542424-0.000122j,-0.241298-0.279762j,-0.241303+0.279797j,15,24
-16.472996+7.117898j,-1.003777-0.915203j,-1.002798+1.162694j,15,24
-26.142103+0.009904j,-1.120233-1.039303j,-1.120232+1.039538j,15,24
0.000000+0.000000j,-0.117783+0.000000j,-0.117783+0.000000j,15,24
1.542805+0.000225j,-0.241350+0.279738j,0.011946+0.000004j,19,24
