0.375095-0.921732j,-0.168426-0.971512j,0.171479-7.512128j,12.333387
0.375095-0.921732j,-0.168426-0.971512j,0.171479-7.512128j,12.333387
0.375095-0.921732j,-0.168426-0.971512j,0.171479-7.512128j,12.333387
0.375095-0.921732j,-0.168426-0.971512j,0.171479-7.512128j,12.333387
0.375095-0.921731j,-0.168426-0.971512j,0.171479-7.512128j,12.333387
0.375095-0.921731j,-0.168426-0.971512j,0.171479-7.512128j,12.333388
0.375096-0.921731j,-0.168426-0.971512j,0.171479-7.512128j,12.333392
0.375099-0.921730j,-0.168427-0.971511j,0.171480-7.512127j,12.333411
0.375111-0.921726j,-0.168432-0.971511j,0.171485-7.512121j,12.333494
0.375164-0.921707j,-0.168451-0.971507j,0.171504-7.512097j,12.333868
0.375405-0.921623j,-0.168537-0.971489j,0.171593-7.511989j,12.335549
0.376490-0.921242j,-0.168921-0.971409j,0.171989-7.511502j,12.343115
0.381368-0.919512j,-0.170616-0.971012j,0.173735-7.509347j,12.377158
0.391122-0.915977j,-0.173830-0.970057j,0.177054-7.505189j,12.445330
0.400851-0.912346j,-0.176801-0.968903j,0.180132-7.501232j,12.513504
0.411088-0.908412j,-0.179667-0.967484j,0.183112-7.497258j,12.585434
0.421294-0.904371j,-0.182258-0.965874j,0.185818-7.493474j,12.657366
0.432132-0.899946j,-0.184714-0.963965j,0.188398-7.489638j,12.734012
0.442930-0.895399j,-0.186857-0.961869j,0.190663-7.485990j,12.810660
0.454347-0.890437j,-0.188791-0.959453j,0.192727-7.482310j,12.892027
0.465714-0.885336j,-0.190377-0.956853j,0.194439-7.478817j,12.973396
0.477465-0.879889j,-0.191657-0.953966j,0.195848-7.475378j,13.057917
0.489155-0.874291j,-0.192566-0.950897j,0.196882-7.472124j,13.142440
0.500782-0.868540j,-0.193108-0.947652j,0.197544-7.469051j,13.226964
0.512342-0.862637j,-0.193285-0.944233j,0.197835-7.466156j,13.311491
0.523832-0.856582j,-0.193101-0.940640j,0.197758-7.463440j,13.396020
0.535249-0.850374j,-0.192558-0.936872j,0.197313-7.460904j,13.480550
0.546590-0.844012j,-0.191659-0.932925j,0.196504-7.458553j,13.565083
0.556535-0.838270j,-0.190572-0.929286j,0.195487-7.456637j,13.639707
0.566415-0.832409j,-0.189212-0.925497j,0.194189-7.454877j,13.714333
0.576228-0.826430j,-0.187581-0.921551j,0.192611-7.453280j,13.788961
0.585971-0.820331j,-0.185683-0.917438j,0.190756-7.451856j,13.863591
0.595643-0.814115j,-0.183520-0.913148j,0.188626-7.450614j,13.938223
0.605241-0.807781j,-0.181098-0.908671j,0.186225-7.449568j,14.012857
0.613553-0.802158j,-0.178778-0.904600j,0.183912-7.448824j,14.077989
0.621805-0.796446j,-0.176268-0.900368j,0.181402-7.448248j,14.143123
0.629996-0.790646j,-0.173576-0.895963j,0.178699-7.447851j,14.208259
