-1.025282+0.018368j,0.000000-3.141593j,0.000000-3.141593j,0.000000
-1.025056+0.018317j,0.000033-3.141586j,-0.000033-3.141599j,0.000000
-1.024923+0.018288j,0.000041-3.141584j,-0.000041-3.141601j,0.000000
-1.024811+0.018263j,0.000047-3.141583j,-0.000047-3.141602j,0.000000
-1.024710+0.018241j,0.000051-3.141582j,-0.000051-3.141603j,0.000000
-1.024618+0.018220j,0.000055-3.141582j,-0.000055-3.141604j,0.000000
-1.024531+0.018202j,0.000058-3.141581j,-0.000058-3.141604j,0.000000
-1.024449+0.018184j,0.000061-3.141581j,-0.000061-3.141605j,0.000000
-1.024370+0.018167j,0.000064-3.141580j,-0.000064-3.141605j,0.000000
-1.024294+0.018151j,0.000066-3.141580j,-0.000066-3.141606j,0.000000
-1.024221+0.018135j,0.000069-3.141579j,-0.000069-3.141606j,0.000000
-1.024151+0.018120j,0.000071-3.141579j,-0.000071-3.141606j,0.000000
-1.024082+0.018105j,0.000073-3.141579j,-0.000073-3.141607j,0.000000
-1.024015+0.018091j,0.000074-3.141578j,-0.000074-3.141607j,0.000000
-1.023950+0.018077j,0.000076-3.141578j,-0.000076-3.141607j,0.000000
-1.023886+0.018064j,0.000078-3.141578j,-0.000078-3.141608j,0.000000
-1.023823+0.018051j,0.000079-3.141578j,-0.000079-3.141608j,0.000000
-1.023762+0.018038j,0.000081-3.141577j,-0.000081-3.141608j,0.000000
-1.023702+0.018026j,0.000082-3.141577j,-0.000082-3.141608j,0.000000
-1.023642+0.018013j,0.000084-3.141577j,-0.000084-3.141608j,0.000000
-1.023584+0.018001j,0.000085-3.141577j,-0.000085-3.141609j,0.000000
-1.023526+0.017989j,0.000086-3.141576j,-0.000086-3.141609j,0.000000
-1.023470+0.017978j,0.000088-3.141576j,-0.000088-3.141609j,0.000000
-1.023414+0.017966j,0.000089-3.141576j,-0.000089-3.141609j,0.000000
-1.023359+0.017955j,0.000090-3.141576j,-0.000090-3.141609j,0.000000
-1.023304+0.017944j,0.000091-3.141576j,-0.000091-3.141609j,0.000000
-1.023251+0.017933j,0.000092-3.141576j,-0.000092-3.141610j,0.000000
-1.023197+0.017922j,0.000093-3.141576j,-0.000093-3.141610j,0.000000
-1.023145+0.017912j,0.000094-3.141575j,-0.000094-3.141610j,0.000000
-1.023093+0.017901j,0.000095-3.141575j,-0.000095-3.141610j,0.000000
-1.023041+0.017891j,0.000096-3.141575j,-0.000096-3.141610j,0.000000
-1.022990+0.017881j,0.000097-3.141575j,-0.000097-3.141610j,0.000000
-1.022940+0.017871j,0.000098-3.141575j,-0.000098-3.141610j,0.000000
-1.022889+0.017861j,0.000099-3.141575j,-0.000099-3.141610j,0.000000
-1.022840+0.017851j,0.000100-3.141575j,-0.000100-3.141611j,0.000000
-1.022791+0.017841j,0.000101-3.141575j,-0.000101-3.141611j,0.000000
-1.022742+0.017832j,0.000102-3.141575j,-0.000102-3.141611j,0.000000
-1.022693+0.017822j,0.000102-3.141574j,-0.000102-3.141611j,0.000000
-1.022645+0.017813j,0.000103-3.141574j,-0.000103-3.141611j,0.000000
-1.022598+0.017803j,0.000104-3.141574j,-0.000104-3.141611j,0.000000
-1.022550+0.017794j,0.000105-3.141574j,-0.000105-3.141611j,0.000000
-1.022503+0.017785j,0.000106-3.141574j,-0.000106-3.141611j,0.000000
-1.022457+0.017776j,0.000106-3.141574j,-0.000106-3.141611j,0.000000
-1.022410+0.017767j,0.000107-3.141574j,-0.000107-3.141611j,0.000000
-1.022364+0.017758j,0.000108-3.141574j,-0.000108-3.141611j,0.000000
-1.022318+0.017749j,0.000108-3.141574j,-0.000108-3.141611j,0.000000
-1.022273+0.017741j,0.000109-3.141574j,-0.000109-3.141612j,0.000000
-1.022228+0.017732j,0.000110-3.141574j,-0.000110-3.141612j,0.000000
-1.022183+0.017724j,0.000110-3.141574j,-0.000110-3.141612j,0.000000
-1.022138+0.017715j,0.000111-3.141574j,-0.000111-3.141612j,0.000001
-1.022094+0.017707j,0.000112-3.141574j,-0.000112-3.141612j,0.000001
-1.022049+0.017698j,0.000112-3.141573j,-0.000112-3.141612j,0.000001
-1.022006+0.017690j,0.000113-3.141573j,-0.000113-3.141612j,0.000001
-1.021962+0.017682j,0.000114-3.141573j,-0.000114-3.141612j,0.000001
-1.021918+0.017674j,0.000114-3.141573j,-0.000114-3.141612j,0.000001
-1.021875+0.017666j,0.000115-3.141573j,-0.000115-3.141612j,0.000001
-1.021832+0.017658j,0.000115-3.141573j,-0.000115-3.141612j,0.000001
-1.021789+0.017650j,0.000116-3.141573j,-0.000116-3.141612j,0.000001
-1.021747+0.017642j,0.000117-3.141573j,-0.000117-3.141612j,0.000001
-1.021704+0.017634j,0.000117-3.141573j,-0.000117-3.141612j,0.000001
-1.021662+0.017626j,0.000118-3.141573j,-0.000118-3.141612j,0.000001
-1.021620+0.017618j,0.000118-3.141573j,-0.000118-3.141612j,0.000001
-1.021578+0.017611j,0.000119-3.141573j,-0.000119-3.141612j,0.000001
-1.021536+0.017603j,0.000119-3.141573j,-0.000119-3.141612j,0.000001
-1.021495+0.017596j,0.000120-3.141573j,-0.000120-3.141612j,0.000001
-1.021454+0.017588j,0.000120-3.141573j,-0.000120-3.141612j,0.000001
-1.021412+0.017581j,0.000121-3.141573j,-0.000121-3.141612j,0.000001
-1.021371+0.017573j,0.000121-3.141573j,-0.000121-3.141612j,0.000001
-1.021331+0.017566j,0.000122-3.141573j,-0.000122-3.141612j,0.000001
-1.021290+0.017559j,0.000122-3.141573j,-0.000122-3.141612j,0.000001
-1.021249+0.017551j,0.000123-3.141573j,-0.000123-3.141612j,0.000001
-1.021209+0.017544j,0.000123-3.141573j,-0.000123-3.141613j,0.000001
-1.021169+0.017537j,0.000124-3.141573j,-0.000124-3.141613j,0.000001
-1.021129+0.017530j,0.000124-3.141573j,-0.000124-3.141613j,0.000001
-1.021089+0.017523j,0.000125-3.141573j,-0.000125-3.141613j,0.000001
-1.021049+0.017516j,0.000125-3.141573j,-0.000125-3.141613j,0.000001
-1.021010+0.017509j,0.000125-3.141573j,-0.000125-3.141613j,0.000001
-1.020970+0.017502j,0.000126-3.141573j,-0.000126-3.141613j,0.000001
-1.020931+0.017495j,0.000126-3.141573j,-0.000126-3.141613j,0.000001
-1.020891+0.017488j,0.000127-3.141573j,-0.000127-3.141613j,0.000001
-1.020852+0.017481j,0.000127-3.141573j,-0.000127-3.141613j,0.000001
