0.913599+0.000000j,-0.318454+3.141593j,-0.318454+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
0.913600+0.000000j,-0.318453+3.141593j,-0.318455+3.141593j,0.000000
