-1.031250+0.000000j,-0.000000+3.141593j,-0.000000+3.141593j,0.000000
-1.031246+0.000000j,0.000021+3.141593j,-0.000021+3.141593j,0.000000
-1.031244+0.000000j,0.000027+3.141593j,-0.000027+3.141593j,0.000000
-1.031242+0.000000j,0.000030+3.141593j,-0.000030+3.141593j,0.000000
-1.031241+0.000000j,0.000034+3.141593j,-0.000034+3.141593j,0.000000
-1.031239-0.000000j,0.000036+3.141593j,-0.000036+3.141593j,0.000000
-1.031238-0.000000j,0.000038+3.141593j,-0.000038+3.141593j,0.000000
-1.031237-0.000000j,0.000040+3.141593j,-0.000040+3.141593j,0.000000
-1.031235-0.000000j,0.000042+3.141593j,-0.000042+3.141593j,0.000000
-1.031234-0.000000j,0.000044+3.141593j,-0.000044+3.141593j,0.000000
-1.031233-0.000000j,0.000046+3.141593j,-0.000046+3.141593j,0.000000
-1.031232-0.000000j,0.000047+3.141593j,-0.000047+3.141593j,0.000000
-1.031231-0.000000j,0.000048+3.141593j,-0.000048+3.141593j,0.000000
-1.031230-0.000000j,0.000050+3.141593j,-0.000050+3.141593j,0.000000
-1.031229-0.000000j,0.000051+3.141593j,-0.000051+3.141593j,0.000000
-1.031228-0.000000j,0.000052+3.141593j,-0.000052+3.141593j,0.000000
-1.031227-0.000000j,0.000053+3.141593j,-0.000053+3.141593j,0.000000
-1.031226-0.000000j,0.000054+3.141593j,-0.000054+3.141593j,0.000000
-1.031225-0.000000j,0.000055+3.141593j,-0.000055+3.141593j,0.000000
-1.031224-0.000000j,0.000056+3.141593j,-0.000056+3.141593j,0.000000
-1.031223-0.000000j,0.000057+3.141593j,-0.000057+3.141593j,0.000000
-1.031222-0.000000j,0.000058+3.141593j,-0.000058+3.141593j,0.000000
-1.031221-0.000000j,0.000059+3.141593j,-0.000059+3.141593j,0.000000
-1.031220-0.000000j,0.000060+3.141593j,-0.000060+3.141593j,0.000000
-1.031220-0.000000j,0.000061+3.141593j,-0.000061+3.141593j,0.000000
-1.031219-0.000000j,0.000062+3.141593j,-0.000062+3.141593j,0.000000
-1.031218-0.000000j,0.000063+3.141593j,-0.000063+3.141593j,0.000000
-1.031217-0.000000j,0.000063+3.141593j,-0.000063+3.141593j,0.000000
