-0.968750-0.000000j,-0.000000-3.141593j,-0.000000-3.141593j,0.000000
-0.968748+0.000003j,0.000010-3.141611j,-0.000010-3.141575j,0.000000
-0.968747+0.000005j,0.000013-3.141615j,-0.000013-3.141570j,0.000000
-0.968746+0.000006j,0.000015-3.141619j,-0.000015-3.141567j,0.000000
-0.968746+0.000008j,0.000016-3.141621j,-0.000016-3.141564j,0.000000
-0.968745+0.000009j,0.000018-3.141623j,-0.000018-3.141562j,0.000000
-0.968744+0.000010j,0.000019-3.141625j,-0.000019-3.141560j,0.000000
-0.968744+0.000011j,0.000020-3.141627j,-0.000020-3.141558j,0.000000
-0.968743+0.000012j,0.000021-3.141629j,-0.000021-3.141557j,0.000000
-0.968742+0.000013j,0.000022-3.141630j,-0.000022-3.141555j,0.000000
-0.968742+0.000014j,0.000022-3.141631j,-0.000022-3.141554j,0.000000
-0.968741+0.000015j,0.000023-3.141633j,-0.000023-3.141553j,0.000000
-0.968741+0.000016j,0.000024-3.141634j,-0.000024-3.141552j,0.000000
-0.968740+0.000017j,0.000024-3.141635j,-0.000024-3.141551j,0.000000
-0.968740+0.000018j,0.000025-3.141636j,-0.000025-3.141549j,0.000000
-0.968739+0.000018j,0.000026-3.141637j,-0.000026-3.141548j,0.000000
-0.968739+0.000019j,0.000026-3.141638j,-0.000026-3.141547j,0.000000
-0.968738+0.000020j,0.000027-3.141639j,-0.000027-3.141547j,0.000000
-0.968738+0.000021j,0.000027-3.141640j,-0.000027-3.141546j,0.000000
-0.968738+0.000022j,0.000028-3.141640j,-0.000028-3.141545j,0.000000
-0.968737+0.000022j,0.000028-3.141641j,-0.000028-3.141544j,0.000000
-0.968737+0.000023j,0.000029-3.141642j,-0.000029-3.141543j,0.000000
-0.968736+0.000024j,0.000029-3.141643j,-0.000029-3.141542j,0.000000
-0.968736+0.000025j,0.000029-3.141644j,-0.000029-3.141542j,0.000000
-0.968735+0.000025j,0.000030-3.141644j,-0.000030-3.141541j,0.000000
-0.968735+0.000026j,0.000030-3.141645j,-0.000030-3.141540j,0.000000
-0.968735+0.000027j,0.000031-3.141646j,-0.000031-3.141540j,0.000000
-0.968734+0.000027j,0.000031-3.141646j,-0.000031-3.141539j,0.000000
-0.968734+0.000028j,0.000031-3.141647j,-0.000031-3.141538j,0.000000
-0.968733+0.000029j,0.000032-3.141648j,-0.000032-3.141538j,0.000000
-0.968733+0.000029j,0.000032-3.141648j,-0.000032-3.141537j,0.000000
-0.968733+0.000030j,0.000033-3.141649j,-0.000033-3.141536j,0.000000
-0.968732+0.000031j,0.000033-3.141650j,-0.000033-3.141536j,0.000000
-0.968732+0.000031j,0.000033-3.141650j,-0.000033-3.141535j,0.000000
-0.968732+0.000032j,0.000034-3.141651j,-0.000034-3.141535j,0.000000
-0.968731+0.000033j,0.000034-3.141651j,-0.000034-3.141534j,0.000000
-0.968731+0.000033j,0.000034-3.141652j,-0.000034-3.141533j,0.000000
-0.968731+0.000034j,0.000035-3.141652j,-0.000035-3.141533j,0.000000
-0.968730+0.000034j,0.000035-3.141653j,-0.000035-3.141532j,0.000000
-0.968730+0.000035j,0.000035-3.141653j,-0.000035-3.141532j,0.000000
-0.968729+0.000036j,0.000035-3.141654j,-0.000035-3.141531j,0.000000
-0.968729+0.000036j,0.000036-3.141654j,-0.000036-3.141531j,0.000000
-0.968729+0.000037j,0.000036-3.141655j,-0.000036-3.141530j,0.000000
-0.968728+0.000037j,0.000036-3.141655j,-0.000036-3.141530j,0.000000
-0.968728+0.000038j,0.000037-3.141656j,-0.000037-3.141529j,0.000000
-0.968728+0.000038j,0.000037-3.141656j,-0.000037-3.141529j,0.000000
-0.968727+0.000039j,0.000037-3.141657j,-0.000037-3.141528j,0.000000
-0.968727+0.000040j,0.000037-3.141657j,-0.000037-3.141528j,0.000000
-0.968727+0.000040j,0.000038-3.141658j,-0.000038-3.141528j,0.000000
-0.968726+0.000041j,0.000038-3.141658j,-0.000038-3.141527j,0.000000
-0.968726+0.000041j,0.000038-3.141659j,-0.000038-3.141527j,0.000000
-0.968726+0.000042j,0.000038-3.141659j,-0.000038-3.141526j,0.000000
-0.968726+0.000042j,0.000039-3.141660j,-0.000039-3.141526j,0.000000
-0.968725+0.000043j,0.000039-3.141660j,-0.000039-3.141525j,0.000000
-0.968725+0.000043j,0.000039-3.141660j,-0.000039-3.141525j,0.000000
-0.968725+0.000044j,0.000039-3.141661j,-0.000039-3.141524j,0.000000
-0.968724+0.000044j,0.000040-3.141661j,-0.000040-3.141524j,0.000000
-0.968724+0.000045j,0.000040-3.141662j,-0.000040-3.141524j,0.000000
-0.968724+0.000046j,0.000040-3.141662j,-0.000040-3.141523j,0.000000
-0.968723+0.000046j,0.000040-3.141662j,-0.000040-3.141523j,0.000000
-0.968723+0.000047j,0.000041-3.141663j,-0.000041-3.141522j,0.000000
-0.968723+0.000047j,0.000041-3.141663j,-0.000041-3.141522j,0.000000
-0.968722+0.000048j,0.000041-3.141664j,-0.000041-3.141522j,0.000000
-0.968722+0.000048j,0.000041-3.141664j,-0.000041-3.141521j,0.000000
-0.968722+0.000049j,0.000041-3.141664j,-0.000041-3.141521j,0.000000
-0.968722+0.000049j,0.000042-3.141665j,-0.000042-3.141521j,0.000000
-0.968721+0.000050j,0.000042-3.141665j,-0.000042-3.141520j,0.000000
-0.968721+0.000050j,0.000042-3.141665j,-0.000042-3.141520j,0.000000
-0.968721+0.000051j,0.000042-3.141666j,-0.000042-3.141519j,0.000000
-0.968720+0.000051j,0.000043-3.141666j,-0.000043-3.141519j,0.000000
-0.968720+0.000052j,0.000043-3.141667j,-0.000043-3.141519j,0.000000
-0.968720+0.000052j,0.000043-3.141667j,-0.000043-3.141518j,0.000000
-0.968720+0.000053j,0.000043-3.141667j,-0.000043-3.141518j,0.000000
-0.968719+0.000053j,0.000043-3.141668j,-0.000043-3.141518j,0.000000
-0.968719+0.000054j,0.000044-3.141668j,-0.000044-3.141517j,0.000000
-0.968719+0.000054j,0.000044-3.141668j,-0.000044-3.141517j,0.000000
-0.968718+0.000055j,0.000044-3.141669j,-0.000044-3.141517j,0.000000
-0.968718+0.000055j,0.000044-3.141669j,-0.000044-3.141516j,0.000000
-0.968718+0.000055j,0.000044-3.141669j,-0.000044-3.141516j,0.000000
-0.968718+0.000056j,0.000045-3.141670j,-0.000045-3.141516j,0.000000
-0.968717+0.000056j,0.000045-3.141670j,-0.000045-3.141515j,0.000000
-0.968717+0.000057j,0.000045-3.141670j,-0.000045-3.141515j,0.000000
-0.968717+0.000057j,0.000045-3.141671j,-0.000045-3.141515j,0.000000
-0.968717+0.000058j,0.000045-3.141671j,-0.000045-3.141514j,0.000000
-0.968716+0.000058j,0.000045-3.141671j,-0.000045-3.141514j,0.000000
-0.968716+0.000059j,0.000046-3.141671j,-0.000046-3.141514j,0.000000
-0.968716+0.000059j,0.000046-3.141672j,-0.000046-3.141514j,0.000000
