-0.026651-0.851148j,-0.001373+3.140633j,-0.001373+3.140633j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
-0.026651-0.851148j,-0.001486+3.142446j,-0.004692+3.140880j,0.000000
