0.025747+0.852863j,0.001419-3.140901j,0.001419-3.140901j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
0.025747+0.852863j,0.000209-3.143722j,-0.000094-3.139999j,0.000000
