0.027825+0.851901j,-0.001268+3.139047j,-0.001268+3.139047j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
0.027825+0.851901j,0.000094+3.140002j,-0.002631+3.138090j,0.000000
