0.025747+0.852863j,0.001272-3.139041j,0.001272-3.139041j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025747+0.852863j,-0.000094-3.139999j,0.002636-3.138086j,0.000000
0.025749+0.852865j,-0.000090-3.140000j,0.002642-3.138093j,0.000000
0.025756+0.852874j,-0.000075-3.140003j,0.002670-3.138128j,0.000000
0.025787+0.852916j,-0.000003-3.140014j,0.002801-3.138279j,0.000000
0.025848+0.853009j,0.000152-3.140026j,0.003102-3.138579j,0.000001
0.025898+0.853107j,0.000305-3.140024j,0.003429-3.138847j,0.000001
0.025939+0.853207j,0.000455-3.140008j,0.003770-3.139079j,0.000002
0.025971+0.853311j,0.000603-3.139979j,0.004133-3.139283j,0.000002
0.025996+0.853420j,0.000753-3.139938j,0.004519-3.139464j,0.000003
0.026014+0.853533j,0.000904-3.139887j,0.004929-3.139625j,0.000003
0.026027+0.853653j,0.001059-3.139824j,0.005365-3.139768j,0.000004
0.026034+0.853779j,0.001218-3.139750j,0.005829-3.139896j,0.000004
0.026037+0.853911j,0.001383-3.139665j,0.006324-3.140011j,0.000005
0.026034+0.854052j,0.001553-3.139570j,0.006850-3.140114j,0.000006
0.026027+0.854200j,0.001730-3.139464j,0.007411-3.140206j,0.000007
0.026015+0.854357j,0.001915-3.139346j,0.008007-3.140289j,0.000008
0.025999+0.854524j,0.002108-3.139217j,0.008641-3.140363j,0.000009
0.025979+0.854700j,0.002311-3.139077j,0.009316-3.140428j,0.000011
0.025954+0.854886j,0.002523-3.138925j,0.010032-3.140487j,0.000013
0.025926+0.855084j,0.002747-3.138760j,0.010792-3.140539j,0.000014
0.025893+0.855293j,0.002981-3.138583j,0.011598-3.140584j,0.000017
0.025856+0.855514j,0.003227-3.138393j,0.012452-3.140624j,0.000019
0.025815+0.855748j,0.003487-3.138190j,0.013357-3.140659j,0.000022
0.025770+0.855995j,0.003760-3.137972j,0.014316-3.140689j,0.000025
0.025720+0.856256j,0.004047-3.137741j,0.015329-3.140714j,0.000029
0.025666+0.856532j,0.004349-3.137494j,0.016401-3.140735j,0.000033
0.025608+0.856823j,0.004667-3.137233j,0.017533-3.140752j,0.000038
0.025545+0.857131j,0.005002-3.136955j,0.018728-3.140764j,0.000043
0.025478+0.857455j,0.005354-3.136661j,0.019990-3.140774j,0.000049
0.025406+0.857797j,0.005725-3.136349j,0.021319-3.140779j,0.000055
0.025328+0.858157j,0.006114-3.136020j,0.022721-3.140782j,0.000063
0.025246+0.858536j,0.006523-3.135672j,0.024197-3.140781j,0.000071
0.025159+0.858936j,0.006954-3.135305j,0.025751-3.140776j,0.000080
0.025066+0.859356j,0.007405-3.134919j,0.027385-3.140769j,0.000091
0.024968+0.859797j,0.007880-3.134511j,0.029104-3.140759j,0.000102
0.024864+0.860262j,0.008378-3.134083j,0.030910-3.140746j,0.000115
0.024754+0.860749j,0.008900-3.133632j,0.032806-3.140730j,0.000130
0.024638+0.861261j,0.009449-3.133158j,0.034797-3.140711j,0.000146
0.024515+0.861799j,0.010023-3.132660j,0.036886-3.140690j,0.000164
0.024386+0.862363j,0.010625-3.132138j,0.039077-3.140665j,0.000184
0.024250+0.862954j,0.011256-3.131590j,0.041373-3.140638j,0.000206
0.024107+0.863574j,0.011916-3.131015j,0.043778-3.140608j,0.000230
0.023957+0.864223j,0.012607-3.130414j,0.046296-3.140575j,0.000257
0.023799+0.864903j,0.013330-3.129783j,0.048932-3.140540j,0.000287
0.023633+0.865615j,0.014086-3.129124j,0.051689-3.140501j,0.000321
0.023460+0.866360j,0.014877-3.128434j,0.054572-3.140460j,0.000357
0.023277+0.867139j,0.015702-3.127712j,0.057585-3.140416j,0.000398
0.023086+0.867953j,0.016565-3.126958j,0.060732-3.140369j,0.000442
0.022886+0.868804j,0.017465-3.126171j,0.064019-3.140319j,0.000491
0.022676+0.869693j,0.018404-3.125348j,0.067449-3.140266j,0.000545
0.022457+0.870622j,0.019384-3.124490j,0.071028-3.140210j,0.000604
0.022228+0.871591j,0.020406-3.123595j,0.074760-3.140150j,0.000669
0.021988+0.872602j,0.021471-3.122662j,0.078650-3.140088j,0.000740
0.021737+0.873657j,0.022580-3.121690j,0.082703-3.140023j,0.000818
0.021475+0.874757j,0.023736-3.120677j,0.086925-3.139954j,0.000903
0.021201+0.875903j,0.024938-3.119622j,0.091319-3.139882j,0.000997
0.020916+0.877097j,0.026189-3.118525j,0.095891-3.139806j,0.001099
0.020618+0.878340j,0.027490-3.117383j,0.100646-3.139727j,0.001210
0.020307+0.879635j,0.028843-3.116196j,0.105590-3.139644j,0.001331
0.019983+0.880982j,0.030248-3.114962j,0.110727-3.139558j,0.001464
0.019645+0.882383j,0.031708-3.113681j,0.116063-3.139468j,0.001608
0.019292+0.883840j,0.033223-3.112350j,0.121603-3.139374j,0.001765
0.018926+0.885354j,0.034795-3.110969j,0.127351-3.139277j,0.001935
0.018544+0.886927j,0.036426-3.109537j,0.133313-3.139175j,0.002120
0.018146+0.888561j,0.038116-3.108052j,0.139493-3.139070j,0.002320
0.017732+0.890256j,0.039868-3.106513j,0.145897-3.138960j,0.002538
0.017302+0.892015j,0.041681-3.104919j,0.152528-3.138846j,0.002773
0.016855+0.893839j,0.043559-3.103269j,0.159392-3.138729j,0.003027
0.016390+0.895730j,0.045501-3.101562j,0.166492-3.138606j,0.003302
0.015907+0.897688j,0.047508-3.099798j,0.173832-3.138480j,0.003599
0.015406+0.899716j,0.049582-3.097974j,0.181416-3.138349j,0.003919
0.014886+0.901815j,0.051724-3.096090j,0.189247-3.138214j,0.004264
0.014347+0.903985j,0.053934-3.094147j,0.197328-3.138075j,0.004635
0.013788+0.906229j,0.056214-3.092142j,0.205661-3.137931j,0.005034
0.013208+0.908546j,0.058563-3.090076j,0.214249-3.137782j,0.005462
0.012608+0.910939j,0.060982-3.087948j,0.223093-3.137629j,0.005921
0.011987+0.913407j,0.063471-3.085757j,0.232193-3.137472j,0.006412
0.011345+0.915951j,0.066031-3.083505j,0.241551-3.137310j,0.006938
0.010681+0.918573j,0.068661-3.081189j,0.251166-3.137144j,0.007500
0.009996+0.921273j,0.071362-3.078812j,0.261038-3.136973j,0.008100
0.009288+0.924050j,0.074132-3.076373j,0.271165-3.136798j,0.008739
0.008557+0.926904j,0.076972-3.073872j,0.281545-3.136618j,0.009420
0.007804+0.929837j,0.079881-3.071310j,0.292177-3.136434j,0.010143
0.007028+0.932848j,0.082858-3.068687j,0.303056-3.136246j,0.010910
0.006229+0.935936j,0.085902-3.066005j,0.314181-3.136054j,0.011724
0.005407+0.939101j,0.089012-3.063264j,0.325546-3.135858j,0.012586
0.004562+0.942343j,0.092188-3.060465j,0.337148-3.135658j,0.013497
0.003694+0.945661j,0.095427-3.057609j,0.348982-3.135455j,0.014459
0.002802+0.949054j,0.098728-3.054698j,0.361043-3.135247j,0.015473
0.001887+0.952522j,0.102090-3.051732j,0.373325-3.135036j,0.016541
0.000948+0.956064j,0.105512-3.048712j,0.385823-3.134821j,0.017665
-0.000014+0.959678j,0.108992-3.045641j,0.398532-3.134603j,0.018846
-0.000999+0.963364j,0.112528-3.042519j,0.411445-3.134382j,0.020084
-0.002008+0.967122j,0.116119-3.039348j,0.424557-3.134158j,0.021382
-0.003040+0.970949j,0.119763-3.036129j,0.437862-3.133931j,0.022741
-0.004095+0.974845j,0.123459-3.032863j,0.451354-3.133700j,0.024161
-0.005174+0.978810j,0.127204-3.029552j,0.465026-3.133468j,0.025645
-0.006276+0.982841j,0.130999-3.026196j,0.478875-3.133232j,0.027193
-0.007401+0.986939j,0.134840-3.022798j,0.492893-3.132994j,0.028806
-0.008550+0.991102j,0.138727-3.019358j,0.507075-3.132754j,0.030485
-0.009721+0.995330j,0.142659-3.015877j,0.521416-3.132511j,0.032232
-0.010917+0.999621j,0.146633-3.012358j,0.535911-3.132267j,0.034047
-0.012135+1.003975j,0.150648-3.008800j,0.550554-3.132020j,0.035931
-0.013377+1.008391j,0.154703-3.005205j,0.565342-3.131771j,0.037886
-0.014642+1.012868j,0.158798-3.001574j,0.580268-3.131521j,0.039911
-0.015931+1.017406j,0.162930-2.997907j,0.595328-3.131268j,0.042009
-0.017243+1.022004j,0.167098-2.994207j,0.610519-3.131015j,0.044180
-0.018579+1.026661j,0.171302-2.990473j,0.625836-3.130759j,0.046424
-0.019894+1.031226j,0.175404-2.986827j,0.640781-3.130510j,0.048667
-0.021278+1.036002j,0.179679-2.983027j,0.656348-3.130252j,0.051062
-0.022642+1.040688j,0.183853-2.979314j,0.671548-3.130000j,0.053455
-0.024073+1.045577j,0.188190-2.975454j,0.687336-3.129739j,0.056000
-0.025484+1.050377j,0.192428-2.971679j,0.702762-3.129484j,0.058544
-0.026962+1.055379j,0.196824-2.967762j,0.718759-3.129221j,0.061242
-0.028422+1.060292j,0.201123-2.963928j,0.734399-3.128964j,0.063940
-0.029948+1.065403j,0.205575-2.959956j,0.750591-3.128698j,0.066795
-0.031456+1.070429j,0.209932-2.956067j,0.766432-3.128439j,0.069650
-0.033031+1.075649j,0.214436-2.952042j,0.782809-3.128172j,0.072665
-0.034589+1.080785j,0.218848-2.948099j,0.798841-3.127910j,0.075679
-0.036213+1.086114j,0.223403-2.944024j,0.815392-3.127641j,0.078856
-0.037821+1.091360j,0.227866-2.940028j,0.831604-3.127378j,0.082032
-0.039495+1.096796j,0.232469-2.935905j,0.848319-3.127108j,0.085374
-0.041153+1.102151j,0.236982-2.931859j,0.864702-3.126843j,0.088715
-0.042879+1.107694j,0.241631-2.927689j,0.881572-3.126571j,0.092224
-0.044589+1.113157j,0.246191-2.923594j,0.898116-3.126304j,0.095733
-0.046366+1.118807j,0.250883-2.919378j,0.915134-3.126031j,0.099412
-0.048128+1.124379j,0.255488-2.915237j,0.931831-3.125763j,0.103090
-0.049958+1.130134j,0.260221-2.910977j,0.948989-3.125488j,0.106942
-0.051774+1.135814j,0.264870-2.906790j,0.965832-3.125218j,0.110792
-0.053658+1.141676j,0.269643-2.902487j,0.983122-3.124942j,0.114819
-0.055527+1.147464j,0.274332-2.898256j,1.000103-3.124671j,0.118844
-0.057466+1.153432j,0.279144-2.893911j,1.017519-3.124393j,0.123047
-0.059392+1.159328j,0.283873-2.889637j,1.034631-3.124121j,0.127249
-0.061386+1.165403j,0.288721-2.885251j,1.052168-3.123842j,0.131632
-0.063368+1.171407j,0.293488-2.880934j,1.069405-3.123568j,0.136013
-0.065420+1.177589j,0.298372-2.876508j,1.087056-3.123287j,0.140577
-0.067459+1.183701j,0.303176-2.872151j,1.104412-3.123011j,0.145140
-0.069569+1.189990j,0.308093-2.867686j,1.122171-3.122729j,0.149887
-0.071668+1.196211j,0.312932-2.863287j,1.139641-3.122452j,0.154634
-0.073837+1.202608j,0.317882-2.858784j,1.157505-3.122168j,0.159567
-0.075996+1.208938j,0.322755-2.854346j,1.175083-3.121888j,0.164499
-0.078226+1.215443j,0.327737-2.849804j,1.193046-3.121602j,0.169620
-0.080446+1.221883j,0.332643-2.845327j,1.210729-3.121321j,0.174740
-0.082739+1.228497j,0.337655-2.840748j,1.228787-3.121033j,0.180052
-0.085022+1.235047j,0.342593-2.836233j,1.246568-3.120749j,0.185362
-0.087378+1.241771j,0.347635-2.831617j,1.264717-3.120459j,0.190865
-0.089725+1.248432j,0.352604-2.827064j,1.282594-3.120172j,0.196367
-0.092146+1.255267j,0.357675-2.822411j,1.300829-3.119879j,0.202064
-0.094559+1.262041j,0.362673-2.817820j,1.318797-3.119590j,0.207761
-0.097047+1.268987j,0.367772-2.813132j,1.337116-3.119294j,0.213654
-0.099526+1.275873j,0.372800-2.808504j,1.355172-3.119002j,0.219546
-0.101999+1.282702j,0.377759-2.803934j,1.372974-3.118712j,0.225438
-0.104589+1.289819j,0.382900-2.799192j,1.391416-3.118412j,0.231629
-0.107172+1.296877j,0.387971-2.794508j,1.409600-3.118114j,0.237818
-0.109749+1.303879j,0.392975-2.789881j,1.427536-3.117819j,0.244007
-0.112445+1.311166j,0.398154-2.785086j,1.446089-3.117513j,0.250497
-0.115135+1.318396j,0.403265-2.780349j,1.464390-3.117209j,0.256987
-0.117819+1.325572j,0.408311-2.775666j,1.482448-3.116907j,0.263476
