0.026685+0.853523j,0.002844-3.141421j,0.002844-3.141421j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
0.026685+0.853523j,0.004352-3.142125j,0.001333-3.140716j,0.000000
