-0.025785-0.853116j,-0.000264+3.141488j,-0.000264+3.141488j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
-0.025785-0.853116j,-0.002010+3.140520j,0.001481+3.142453j,0.000000
