-0.027788-0.851646j,0.000266-3.141485j,0.000266-3.141485j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027788-0.851646j,-0.001482-3.142453j,0.002012-3.140520j,0.000000
-0.027789-0.851648j,-0.001480-3.142455j,0.002010-3.140517j,0.000000
-0.027794-0.851656j,-0.001473-3.142467j,0.002001-3.140502j,0.000000
-0.027819-0.851692j,-0.001442-3.142517j,0.001961-3.140433j,0.000000
-0.027894-0.851787j,-0.001363-3.142664j,0.001863-3.140234j,0.000001
-0.027975-0.851872j,-0.001299-3.142814j,0.001786-3.140031j,0.000001
-0.028065-0.851952j,-0.001248-3.142971j,0.001726-3.139820j,0.000002
-0.028162-0.852026j,-0.001208-3.143135j,0.001680-3.139600j,0.000003
-0.028267-0.852095j,-0.001178-3.143307j,0.001649-3.139371j,0.000003
-0.028381-0.852161j,-0.001157-3.143487j,0.001630-3.139131j,0.000004
-0.028504-0.852224j,-0.001145-3.143676j,0.001623-3.138878j,0.000005
-0.028635-0.852284j,-0.001140-3.143876j,0.001626-3.138612j,0.000006
-0.028777-0.852343j,-0.001143-3.144088j,0.001640-3.138331j,0.000007
-0.028928-0.852401j,-0.001153-3.144311j,0.001664-3.138034j,0.000009
-0.029091-0.852458j,-0.001170-3.144548j,0.001698-3.137721j,0.000010
-0.029264-0.852515j,-0.001194-3.144798j,0.001741-3.137389j,0.000012
-0.029449-0.852571j,-0.001223-3.145063j,0.001794-3.137038j,0.000014
-0.029647-0.852628j,-0.001260-3.145344j,0.001856-3.136666j,0.000016
-0.029857-0.852685j,-0.001302-3.145641j,0.001927-3.136273j,0.000018
-0.030080-0.852743j,-0.001351-3.145955j,0.002007-3.135858j,0.000021
-0.030318-0.852802j,-0.001406-3.146288j,0.002096-3.135418j,0.000025
-0.030570-0.852862j,-0.001468-3.146640j,0.002195-3.134953j,0.000028
-0.030837-0.852924j,-0.001535-3.147012j,0.002303-3.134462j,0.000033
-0.031120-0.852987j,-0.001610-3.147404j,0.002420-3.133944j,0.000037
-0.031420-0.853052j,-0.001690-3.147819j,0.002547-3.133396j,0.000043
-0.031737-0.853120j,-0.001778-3.148257j,0.002685-3.132818j,0.000049
-0.032072-0.853189j,-0.001872-3.148719j,0.002832-3.132209j,0.000056
-0.032425-0.853261j,-0.001973-3.149206j,0.002990-3.131566j,0.000063
-0.032799-0.853335j,-0.002081-3.149719j,0.003158-3.130889j,0.000072
-0.033192-0.853413j,-0.002196-3.150259j,0.003337-3.130176j,0.000082
-0.033607-0.853493j,-0.002319-3.150828j,0.003528-3.129426j,0.000093
-0.034044-0.853577j,-0.002449-3.151427j,0.003730-3.128637j,0.000105
-0.034504-0.853663j,-0.002588-3.152056j,0.003945-3.127806j,0.000119
-0.034988-0.853753j,-0.002734-3.152718j,0.004171-3.126934j,0.000134
-0.035497-0.853847j,-0.002889-3.153412j,0.004411-3.126018j,0.000151
-0.036031-0.853945j,-0.003053-3.154142j,0.004663-3.125056j,0.000171
-0.036592-0.854046j,-0.003225-3.154907j,0.004929-3.124047j,0.000192
-0.037181-0.854152j,-0.003407-3.155710j,0.005209-3.122988j,0.000216
-0.037799-0.854261j,-0.003598-3.156552j,0.005504-3.121878j,0.000242
-0.038447-0.854375j,-0.003798-3.157433j,0.005814-3.120715j,0.000271
-0.039125-0.854494j,-0.004009-3.158357j,0.006138-3.119498j,0.000303
-0.039836-0.854617j,-0.004231-3.159324j,0.006479-3.118223j,0.000339
-0.040580-0.854745j,-0.004463-3.160335j,0.006837-3.116889j,0.000379
-0.041359-0.854878j,-0.004706-3.161393j,0.007211-3.115495j,0.000423
-0.042173-0.855015j,-0.004961-3.162499j,0.007603-3.114037j,0.000471
-0.043024-0.855158j,-0.005228-3.163654j,0.008013-3.112513j,0.000524
-0.043914-0.855306j,-0.005507-3.164861j,0.008442-3.110922j,0.000583
-0.044843-0.855460j,-0.005798-3.166120j,0.008890-3.109261j,0.000647
-0.045813-0.855619j,-0.006103-3.167435j,0.009358-3.107527j,0.000718
-0.046826-0.855783j,-0.006421-3.168806j,0.009847-3.105719j,0.000796
-0.047882-0.855953j,-0.006753-3.170236j,0.010357-3.103834j,0.000882
-0.048983-0.856128j,-0.007099-3.171726j,0.010888-3.101869j,0.000976
-0.050132-0.856310j,-0.007460-3.173279j,0.011443-3.099821j,0.001079
-0.051328-0.856497j,-0.007836-3.174896j,0.012020-3.097689j,0.001191
-0.052574-0.856690j,-0.008227-3.176579j,0.012622-3.095469j,0.001314
-0.053872-0.856889j,-0.008635-3.178331j,0.013248-3.093159j,0.001449
-0.055223-0.857093j,-0.009060-3.180153j,0.013899-3.090755j,0.001595
-0.056628-0.857304j,-0.009501-3.182048j,0.014577-3.088256j,0.001756
-0.058090-0.857520j,-0.009960-3.184017j,0.015282-3.085657j,0.001930
-0.059611-0.857743j,-0.010438-3.186064j,0.016014-3.082957j,0.002120
-0.061191-0.857971j,-0.010934-3.188191j,0.016775-3.080152j,0.002327
-0.062833-0.858205j,-0.011449-3.190399j,0.017565-3.077238j,0.002553
-0.064539-0.858444j,-0.011984-3.192691j,0.018386-3.074213j,0.002797
-0.066311-0.858689j,-0.012539-3.195070j,0.019237-3.071074j,0.003063
-0.068151-0.858939j,-0.013116-3.197538j,0.020121-3.067817j,0.003352
-0.070060-0.859195j,-0.013714-3.200097j,0.021037-3.064439j,0.003665
-0.072041-0.859455j,-0.014333-3.202751j,0.021987-3.060935j,0.004004
-0.074096-0.859721j,-0.014976-3.205501j,0.022971-3.057304j,0.004371
-0.076228-0.859991j,-0.015642-3.208351j,0.023991-3.053541j,0.004769
-0.078437-0.860265j,-0.016332-3.211303j,0.025047-3.049642j,0.005199
-0.080728-0.860543j,-0.017046-3.214360j,0.026141-3.045604j,0.005664
-0.083101-0.860825j,-0.017786-3.217524j,0.027273-3.041423j,0.006166
-0.085559-0.861110j,-0.018552-3.220800j,0.028444-3.037095j,0.006709
-0.088106-0.861397j,-0.019344-3.224189j,0.029656-3.032615j,0.007294
-0.090742-0.861687j,-0.020164-3.227695j,0.030909-3.027981j,0.007925
-0.093472-0.861979j,-0.021012-3.231320j,0.032204-3.023187j,0.008605
-0.096297-0.862271j,-0.021889-3.235068j,0.033543-3.018229j,0.009338
-0.099220-0.862564j,-0.022795-3.238942j,0.034926-3.013103j,0.010126
-0.102244-0.862857j,-0.023732-3.242945j,0.036354-3.007805j,0.010975
-0.105371-0.863149j,-0.024699-3.247081j,0.037830-3.002329j,0.011887
-0.108605-0.863438j,-0.025699-3.251352j,0.039352-2.996671j,0.012868
-0.111948-0.863725j,-0.026731-3.255763j,0.040924-2.990827j,0.013922
-0.115404-0.864008j,-0.027797-3.260317j,0.042546-2.984791j,0.015053
-0.118976-0.864286j,-0.028897-3.265017j,0.044218-2.978558j,0.016267
-0.122666-0.864558j,-0.030033-3.269867j,0.045943-2.972123j,0.017569
-0.126477-0.864822j,-0.031204-3.274871j,0.047720-2.965480j,0.018965
-0.130415-0.865078j,-0.032413-3.280032j,0.049553-2.958625j,0.020460
-0.134480-0.865323j,-0.033659-3.285355j,0.051440-2.951551j,0.022063
-0.138678-0.865557j,-0.034945-3.290843j,0.053385-2.944252j,0.023778
-0.143011-0.865777j,-0.036270-3.296500j,0.055387-2.936722j,0.025614
-0.147484-0.865981j,-0.037636-3.302332j,0.057449-2.928956j,0.027578
-0.152100-0.866169j,-0.039044-3.308341j,0.059570-2.920947j,0.029678
-0.156862-0.866337j,-0.040495-3.314532j,0.061753-2.912687j,0.031922
-0.161776-0.866483j,-0.041990-3.320911j,0.063999-2.904171j,0.034320
-0.166845-0.866605j,-0.043531-3.327481j,0.066308-2.895390j,0.036881
-0.172072-0.866701j,-0.045117-3.334247j,0.068682-2.886338j,0.039616
-0.177464-0.866767j,-0.046751-3.341214j,0.071122-2.877006j,0.042535
-0.183023-0.866801j,-0.048434-3.348387j,0.073629-2.867386j,0.045649
-0.188756-0.866800j,-0.050167-3.355772j,0.076205-2.857471j,0.048971
-0.194666-0.866759j,-0.051951-3.363374j,0.078850-2.847250j,0.052513
-0.200758-0.866676j,-0.053788-3.371199j,0.081566-2.836715j,0.056289
-0.207038-0.866547j,-0.055679-3.379252j,0.084353-2.825855j,0.060314
-0.213512-0.866366j,-0.057625-3.387539j,0.087214-2.814660j,0.064603
-0.220184-0.866131j,-0.059629-3.396068j,0.090147-2.803120j,0.069171
-0.227060-0.865836j,-0.061692-3.404844j,0.093156-2.791222j,0.074038
-0.234148-0.865476j,-0.063816-3.413876j,0.096240-2.778953j,0.079220
-0.241453-0.865046j,-0.066002-3.423170j,0.099402-2.766301j,0.084740
-0.248982-0.864539j,-0.068253-3.432735j,0.102640-2.753251j,0.090616
-0.256743-0.863949j,-0.070571-3.442579j,0.105957-2.739787j,0.096874
-0.264743-0.863269j,-0.072958-3.452711j,0.109354-2.725892j,0.103537
-0.272977-0.862493j,-0.075412-3.463125j,0.112824-2.711572j,0.110620
-0.281290-0.861632j,-0.077888-3.473624j,0.116301-2.697093j,0.118001
-0.289685-0.860681j,-0.080387-3.484211j,0.119785-2.682446j,0.125689
-0.298162-0.859640j,-0.082908-3.494887j,0.123272-2.667630j,0.133691
-0.306718-0.858504j,-0.085451-3.505650j,0.126761-2.652642j,0.142013
-0.315352-0.857273j,-0.088017-3.516500j,0.130248-2.637482j,0.150661
-0.324063-0.855942j,-0.090605-3.527434j,0.133733-2.622148j,0.159641
-0.332850-0.854511j,-0.093215-3.538452j,0.137210-2.606637j,0.168960
-0.341711-0.852976j,-0.095846-3.549553j,0.140678-2.590949j,0.178623
-0.350644-0.851335j,-0.098500-3.560734j,0.144133-2.575082j,0.188636
-0.359647-0.849585j,-0.101174-3.571995j,0.147571-2.559034j,0.199005
