-0.026651-0.851148j,-0.003088-3.141521j,-0.003088-3.141521j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026651-0.851148j,-0.001486-3.140740j,-0.004692-3.142305j,0.000000
-0.026650-0.851146j,-0.001488-3.140737j,-0.004700-3.142303j,0.000000
-0.026645-0.851137j,-0.001496-3.140725j,-0.004740-3.142292j,0.000000
-0.026622-0.851096j,-0.001536-3.140673j,-0.004914-3.142248j,0.000000
-0.026568-0.850994j,-0.001634-3.140549j,-0.005342-3.142148j,0.000001
-0.026514-0.850888j,-0.001739-3.140423j,-0.005788-3.142056j,0.000001
-0.026460-0.850773j,-0.001855-3.140291j,-0.006265-3.141968j,0.000002
-0.026405-0.850650j,-0.001980-3.140152j,-0.006775-3.141884j,0.000003
-0.026348-0.850519j,-0.002115-3.140007j,-0.007319-3.141804j,0.000004
-0.026289-0.850377j,-0.002261-3.139855j,-0.007899-3.141725j,0.000005
-0.026228-0.850227j,-0.002419-3.139694j,-0.008516-3.141649j,0.000006
-0.026165-0.850066j,-0.002587-3.139525j,-0.009174-3.141573j,0.000008
-0.026100-0.849895j,-0.002768-3.139347j,-0.009872-3.141499j,0.000009
