-0.027926-0.852882j,0.001518+3.140874j,0.001518+3.140874j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
-0.027926-0.852882j,0.000077+3.143871j,0.000005+3.139879j,0.000000
