0.6140742294948119-1.0639885689425694j,0.5980830582605465-1.0680346237454406j,0.582064789326396-1.0718636147789542j,0.5660221894205969-1.075475289505823j,0.5499580276259284-1.0788694288646052j
0.5599225713300512-1.0925553562300692j,0.574043649460374-1.0805803933668898j,0.5879387055763041-1.0684065905272795j,0.6016047270010667-1.0560380976950725j
