-1.068416-0.240458j,0.000000-3.141593j,0.000000-3.141593j,0.000000
-1.068316-0.240392j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.068257-0.240354j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.068207-0.240322j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.068163-0.240293j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.068123-0.240267j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.068085-0.240242j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.068049-0.240219j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.068014-0.240196j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.067982-0.240175j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.067950-0.240155j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.067919-0.240135j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.067889-0.240116j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-1.067860-0.240097j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067832-0.240079j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067804-0.240061j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067777-0.240043j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067751-0.240026j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067725-0.240010j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067699-0.239993j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067674-0.239977j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067650-0.239961j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067625-0.239946j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067601-0.239930j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067578-0.239915j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067555-0.239900j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067532-0.239885j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067509-0.239871j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067486-0.239857j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067464-0.239842j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067442-0.239828j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067421-0.239814j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067399-0.239801j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067378-0.239787j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067357-0.239774j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067336-0.239760j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067315-0.239747j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067295-0.239734j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067274-0.239721j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067254-0.239708j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067234-0.239696j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067215-0.239683j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067195-0.239671j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067175-0.239658j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067156-0.239646j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067137-0.239634j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067118-0.239622j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067099-0.239610j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067080-0.239598j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067061-0.239586j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067043-0.239574j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067024-0.239562j,0.000002-3.141593j,-0.000002-3.141592j,0.000000
-1.067006-0.239551j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-1.066988-0.239539j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-1.066969-0.239528j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-1.066951-0.239516j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-1.066933-0.239505j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-1.066916-0.239494j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-1.066898-0.239482j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-1.066880-0.239471j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
