-0.888565-0.223791j,0.000000-3.141593j,0.000000-3.141593j,0.000000
-0.888495-0.223711j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888453-0.223665j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888418-0.223626j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888387-0.223591j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888359-0.223559j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888332-0.223530j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888306-0.223501j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888282-0.223474j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888259-0.223449j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888236-0.223424j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888215-0.223400j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888194-0.223377j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888173-0.223354j,0.000001-3.141593j,-0.000001-3.141592j,0.000000
-0.888153-0.223332j,0.000001-3.141594j,-0.000001-3.141592j,0.000000
-0.888134-0.223310j,0.000001-3.141594j,-0.000001-3.141592j,0.000000
-0.888114-0.223289j,0.000001-3.141594j,-0.000001-3.141592j,0.000000
-0.888096-0.223269j,0.000001-3.141594j,-0.000001-3.141592j,0.000000
-0.888077-0.223248j,0.000001-3.141594j,-0.000001-3.141592j,0.000000
-0.888059-0.223229j,0.000001-3.141594j,-0.000001-3.141592j,0.000000
-0.888042-0.223209j,0.000001-3.141594j,-0.000001-3.141592j,0.000000
-0.888024-0.223190j,0.000001-3.141594j,-0.000001-3.141592j,0.000000
-0.888007-0.223171j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887990-0.223152j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887973-0.223134j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887957-0.223116j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887941-0.223098j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887925-0.223081j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887909-0.223063j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887893-0.223046j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887878-0.223029j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887862-0.223013j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887847-0.222996j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887832-0.222980j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887817-0.222963j,0.000002-3.141594j,-0.000002-3.141592j,0.000000
-0.887802-0.222947j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887788-0.222931j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887773-0.222916j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887759-0.222900j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887745-0.222884j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887730-0.222869j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887716-0.222854j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887703-0.222839j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887689-0.222824j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887675-0.222809j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887661-0.222794j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887648-0.222780j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887634-0.222765j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887621-0.222751j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887608-0.222736j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887595-0.222722j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887582-0.222708j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887569-0.222694j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887556-0.222680j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887543-0.222666j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887530-0.222652j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887518-0.222639j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887505-0.222625j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887492-0.222612j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887480-0.222598j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887467-0.222585j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887455-0.222572j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887443-0.222558j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887431-0.222545j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887418-0.222532j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887406-0.222519j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887394-0.222506j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887382-0.222493j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887370-0.222481j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887359-0.222468j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
-0.887347-0.222455j,0.000002-3.141594j,-0.000002-3.141591j,0.000000
