-1.245744-0.045936j,-0.000000-3.141593j,-0.000000-3.141593j,0.000000
-1.245615-0.045925j,0.000001-3.141593j,-0.000001-3.141593j,0.000000
-1.245538-0.045919j,0.000001-3.141593j,-0.000001-3.141593j,0.000000
-1.245474-0.045913j,0.000001-3.141593j,-0.000001-3.141593j,0.000000
-1.245417-0.045908j,0.000001-3.141593j,-0.000001-3.141593j,0.000000
-1.245364-0.045904j,0.000001-3.141593j,-0.000001-3.141593j,0.000000
-1.245315-0.045899j,0.000001-3.141593j,-0.000001-3.141593j,0.000000
-1.245269-0.045895j,0.000001-3.141593j,-0.000001-3.141593j,0.000000
-1.245224-0.045892j,0.000001-3.141593j,-0.000001-3.141593j,0.000000
-1.245181-0.045888j,0.000001-3.141593j,-0.000001-3.141593j,0.000000
-1.245140-0.045884j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.245101-0.045881j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.245062-0.045878j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.245024-0.045874j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244988-0.045871j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244952-0.045868j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244917-0.045865j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244882-0.045862j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244849-0.045859j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244816-0.045857j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244783-0.045854j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244751-0.045851j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244720-0.045848j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244689-0.045846j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244658-0.045843j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244628-0.045841j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244598-0.045838j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244569-0.045836j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244540-0.045833j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244511-0.045831j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244483-0.045828j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244454-0.045826j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244427-0.045824j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244399-0.045821j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244372-0.045819j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244345-0.045817j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244318-0.045814j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244291-0.045812j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244265-0.045810j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244239-0.045808j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244213-0.045805j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244188-0.045803j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
-1.244162-0.045801j,0.000002-3.141593j,-0.000002-3.141593j,0.000000
