-0.968750-0.000000j,0.693147-0.000000j,0.693147-0.000000j,0.000000
-0.969807-0.000000j,0.693140+0.000000j,0.693154+0.000000j,0.000000
-0.970441-0.000000j,0.693139+0.000000j,0.693156+0.000000j,0.000000
-0.970987-0.000000j,0.693138+0.000000j,0.693157+0.000000j,0.000000
-0.971486-0.000000j,0.693137+0.000000j,0.693157+0.000000j,0.000000
-0.971952-0.000000j,0.693136+0.000000j,0.693158+0.000000j,0.000000
-0.972395-0.000000j,0.693136+0.000000j,0.693158+0.000000j,0.000000
-0.972819-0.000000j,0.693136+0.000000j,0.693159+0.000000j,0.000000
-0.973230-0.000000j,0.693135+0.000000j,0.693159+0.000000j,0.000000
-0.973629-0.000000j,0.693135+0.000000j,0.693160+0.000000j,0.000000
-0.974019-0.000000j,0.693135+0.000000j,0.693160+0.000000j,0.000000
-0.974400-0.000000j,0.693134+0.000000j,0.693160+0.000000j,0.000000
-0.974775-0.000000j,0.693134+0.000000j,0.693160+0.000000j,0.000000
-0.975143-0.000000j,0.693134+0.000000j,0.693161+0.000000j,0.000000
-0.975507-0.000000j,0.693134+0.000000j,0.693161+0.000000j,0.000000
-0.975865-0.000000j,0.693133+0.000000j,0.693161+0.000000j,0.000000
-0.976220-0.000000j,0.693133+0.000000j,0.693161+0.000000j,0.000000
-0.976571-0.000000j,0.693133+0.000000j,0.693161+0.000000j,0.000000
-0.976919-0.000000j,0.693133+0.000000j,0.693161+0.000000j,0.000000
-0.977264-0.000000j,0.693133+0.000000j,0.693161+0.000000j,0.000000
-0.977606-0.000000j,0.693133+0.000000j,0.693162+0.000000j,0.000000
-0.977946-0.000000j,0.693133+0.000000j,0.693162+0.000000j,0.000000
-0.978285-0.000000j,0.693133+0.000000j,0.693162+0.000000j,0.000000
-0.978621-0.000000j,0.693133+0.000000j,0.693162+0.000000j,0.000000
-0.978955-0.000000j,0.693133+0.000000j,0.693162+0.000000j,0.000000
-0.979289-0.000000j,0.693132+0.000000j,0.693162+0.000000j,0.000000
-0.979620-0.000000j,0.693132+0.000000j,0.693162+0.000000j,0.000000
-0.979951-0.000000j,0.693132+0.000000j,0.693162+0.000000j,0.000000
-0.980280-0.000000j,0.693132+0.000000j,0.693162+0.000000j,0.000000
-0.980609-0.000000j,0.693132+0.000000j,0.693162+0.000000j,0.000000
-0.980937-0.000000j,0.693132+0.000000j,0.693162+0.000000j,0.000000
-0.981263-0.000000j,0.693132+0.000000j,0.693162+0.000000j,0.000000
-0.981590-0.000000j,0.693132+0.000000j,0.693162+0.000000j,0.000000
-0.981915-0.000000j,0.693132+0.000000j,0.693162+0.000000j,0.000000
-0.982240-0.000000j,0.693132+0.000000j,0.693162+0.000000j,0.000000
